free_text,label_id
Được anh ui,0.0
"Anh Lân hay thật ,lúc này ở nhà xem nghệ sĩ T Dần biểu diễn hài vui ghê",0.0
Nhẹ nhàng.,0.0
"Má.tếu thật ""lóc cóc len ken chè đậu đen"" vãi ông thật. Đang dịch cuốc sư  sao k đi giúp ong trum nhỉ",0.0
fan cứng anh ơi,0.0
Ở nhà nghe Bé Tí hát Thành Phố Buồn.,0.0
vào là đập chỉ có thể là thầy ba :),0.0
Đang nhếch đừng động vào hahha,0.0
Nói em ấy mang gì về cũng được...nhưng có 1 thứ đánh chết cũng đừng bỏ quên...và nhớ mang theo vào trong quan tài...đó là LÒNG TỰ TRỌNG...,0.0
E nghèo quá kg có tiền nuôi con ăn học vậy chị có thương e chị cho e tiền để nuôi con đi chị.  E kg có chồng e phải nuôi 2 đứa con mà còn kg có nhà nữa chị e ở trọ chị ơi.,0.0
:))) kính gửi,0.0
Nghe Rất Vô Sinh Nhưng Lại Sinh 3,0.0
Thanh Bình đừng quan tâm :)),0.0
👍,0.0
DLV đâu rồi ? cháu ngoan đâu rồi ? Đảng viên đâu rồi ? bơi vào đây cãi nhau nào !,2.0
Nguyễn Hoài Bảo Ghe rk na :)),0.0
cho vang,0.0
"Tuổi 17 bẻ gãy sừng trâu, lên 18 thì càng lên level. Đề nghị các bạn đái nhẹ, ị khẽ, địt duyên! Khéo lại bể tường... 😓😓😓",0.0
Cô Lan bây h nhìn sang chảnh deso ..ns chx nhỏ nhẹ nữa,0.0
Đoàn Duy Diện ở đâu thế ạ ah,0.0
Le Dinh Khoa 1955 =)),0.0
"Lũ bất tài, vô dụng, học hành không lo, lo ăn chơi, lười biếng xong đổ cho "" Xã hội đổ nát, nhà nước vô dụng "".... Xin lỗi chứ một chục cái nước Mĩ cũng chả gánh nổi đám phá của tụi mày đâu :/",2.0
Tim hieu tai lieu khoa hoc di roi noi,0.0
Học thêm luôn =))),0.0
lịt pẹ vỗ tay 👏👏,1.0
Cảm ơn thầy @@,0.0
Hóng đá phò ngay trên Livestream như đã hứa :),0.0
Đập dập l nó ik minh hiếu,0.0
Bài hát dành cho Khắc ... À mà thôi :)),0.0
Vũ Hạnh DươngDương gắt nhờ 🤣🤣🤣🤣,0.0
Đhhfhfhbfhfjffhhfhfhhcchg,0.0
những con sán dây tuyên giáo,2.0
Lê Linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa :v,0.0
Đỉnh ❤,0.0
Nói đúng còn nói to,0.0
Ad cho hỏi sao bọn nhà đài vtv24 có thể làm hiện các bình luận tích cực và có lợi cho nó nhỉ. BL phản bác sẽ tự ẩn.,1.0
Mạng wifi đỉnh kout hơn nè 🙂,0.0
Mẹ mày hưởi quần xì của con ômô  ý lộn ômôi chứ kkk😁😁😁😁😁😁 cười ỉa,2.0
Hàm răng làm nên tên tuổi,0.0
Chị nầy mình bảo đảm là vàng thật nha mọi ng,0.0
Thời mat pháp lắm cái khổ mô Phật khẩu nghiệp,0.0
Kiểu gì SBTC chả thắng :)),0.0
"🏆 https://www.facebook.com/thexuandoan/posts
 
 
 
 Qua theo a @Đoàn Thế Xuân
 
 https://www.facebook.com/people/Ng%C3%B4-Quang-Huy/100017339296628?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzE1NTEzNDA3MzE2ODI3NDk%3D Ngô Quang Huy Vũ Văn Thuân bro chứ
 acc clone Phúc Ssi 
 https://www.facebook.com/mariaangelica.ramirez.121?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzEyODc1MTQ3NTA0ODc5MA%3D%3D Nguyễnn Đức Khánh Vũ Văn Thuân 3p 4k2😌
 https://www.facebook.com/letrungkien2002?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzEzOTgxOTkxNzAzNTg4NTA%3D Lê Trung Kiên Biết khi nào mới đc cảm giác vừa đăng 3p đc 4k2 like nhỉ 😁
 acc clone Thanh Propk Vũ Văn Thuân bro ko phải pro
 https://www.facebook.com/nanh.251?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzIyNDg5MjQwNTE4NDMzMQ%3D%3D Ngọc Ánh Cực kì thuyết phục !
 acc clone Trần Quyết Cực kì thuyết phục !
 acc clone Giyuu Tomioka Cực kì thuyết phục :))
 acc clone Qanh Ngơ Sống từ từ thôi các bác 😩
 acc clone Duy Hưng Nguyễn Cực kì thuyết phục !
 https://www.facebook.com/myname.nhicuteee?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzI0OTE2ODAxNzExNDc5NjI%3D Nguyễn Thị Mi Na Cực kì thuyết phục :>
 https://www.facebook.com/hiep.5sonlienl?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzI5MjI1OTI0Nzc4NTg1Mjg%3D Nguyễn Trọng Hiệp VTV có hướng dẫn rồi anh ạ, anh hướng dẫn tán gái đi anh 😍
 acc clone Hoàng TuấnAnh Cực kì thuyết phục:))
 acc clone Ninhh Hồng Giống trộm chó vch anhh ạ 🤷🏼‍♀️
 acc clone Cường Nguyễn Cực kì thuyết phục!
 https://www.facebook.com/people/T%C3%A0i-Phan/100029038729979?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzEzNDYxNjc0ODAyODUyNg%3D%3D Tài Phan Ồ bấy lâu nay mình vẫn đúng cách.
 acc clone Nguyễn Đức Cực kì thuyết phục
 https://www.facebook.com/people/%C4%90%C4%83ng-Nam/100028286479855?comment_id=Y29tbWVudDoyOTIyNTg0NTIxMTkyNjU3XzI5MjI1OTc5MDc4NTc5ODU%3D Đăng Nam Anh tôi trông giống Trộm ..."" :v",0.0
Đọc nhũng não luôn.,0.0
như thế này thì đỡ làm sao đc,0.0
Việt Nam Hồ Chí Minh,0.0
"Bây h đang giết thời gian vào công việc , làm tới nỗi mà người lúc nào cũng trong tình trạng buồn ngủ . Chẳng có thời gian mà dành thời gian để nói chuyện với ai . Miễn sao làm cả ngày có đủ đc 6 tiếng ngủ là đc :)))",0.0
Ok tùng sói😆😆,0.0
Rich kid có số má ở VN lun á.Em chồng Hà Tăng,0.0
"Diss nhau cực gắt đến từ :
Chị minh hiếu : và đối thủ của chị ngày hôm nay là :
Chị linh cá lóc : trọng tài
Chị bảy miếng đất official dìa dìa",0.0
Thứ khiến tôi gục,0.0
"Mình thấy nhạc của anh nghe lần 1 chưa thấy hay đc ạ. Các bạn nghe lần 2,lần 3 cơ. Phải nói như thế nào nhở. Các bạn cứ thử đi ạ. Đúng là so vs các bản hit trc thì bài này ko hay bằng. Nhưng cứ coi như lần comeback này a thử sức vs dòng nhạc mới đi ha. Cảm ơn các bạn đã đọc cmt của mình nè",0.0
Thu Tâm Vũ,0.0
dmcs :)),2.0
"- Dạ kính chúc cô luôn dồi dào sức khỏe , để cô giúp đở những người nghèo khó..",0.0
Phạm Anh Thư nhớ homie qué =)))),0.0
Đêm nay hoạ mi cao bằng gáy to lắm 🤣🤣,0.0
Luôn tin tưởng bác và nhà nước,0.0
"Tôi chuẩn bị bắn đấy, dẫn ông đi mua kẹo mệt lắm r - Trần Sói said",0.0
Giống LỆ RƠI ở việt nam kkk,0.0
E đz như thầy,0.0
hồ sơ cần gì nhể 🤣,0.0
Quỳnhh Hoa ngta vẫn quốc tịch việt nam mà =.=,0.0
T bực thật sự 😒😒😒,0.0
thế thì chúng ta lại có người Tày điện :v,0.0
Đẹp trai bản lĩnh tư duy sáng tạo tố chất lãnh đạo là những thứ thầy kh có 😂,0.0
Bạn hãy đổi tên thành hiệp đầu chó,2.0
Đcm tướng mà giờ chơi loto để hy vọng. Vãi cả ...,1.0
Cô đẹp quá cô ơi,0.0
Tâm Dương unknown Brain - Matafaka nha,0.0
Yêu thầy thầy ba tốc độ :)),0.0
Sợ ko chết vì covid 19 mà chết vì nói ko kịp thở 🤣🤣🤣,0.0
Ây da.. cô dễ thương quá 😘 anh Tuân cười như được mùa 😆,0.0
Khai giảng đầu tiên ở trường mới:))),0.0
Kinh đấy,0.0
Sướng quá cũng kêu,0.0
cho em hỏi chị 3 báo nhiều tuổi  vậy? sao nhìn chị đẹp  quá vậy. kg ninh bo nha.kg xin tiền a nha,0.0
Hoàng Lệ phát biểu ngu quá ! Xây dựng thì ko có thấy toàn kiểu chia rẻ ! Vớ vẩn,2.0
Cuộc sống ở thiên đường,0.0
Rất hoan nghênh nhà Tiên Tri.👍👍👏👏🌹🌹🌹🌹👏👏👍👍,0.0
Thôi chị ơi em cũng không biết ai trúng ai say,0.0
Dạy học sinh k tốt này said : Hiệu trưởng tiểu Levi,0.0
Sưa cai lôn sưa sao chi,2.0
Kute qua,0.0
Nhưng tha cho THPT nha :),0.0
Nguyễn Hòa xin video ông eie,0.0
"Cm nó 50 ,k",1.0
Thế này có phải yêu ko,0.0
"Ngày đầu tiên sang Mỹ mùa hè thấy trẻ con bán trà chanh, hạt óc chó ven đường thấy lạ. Hóa ra ở xứ đó là chuyện bình thường",0.0
Luv,0.0
độ bad trip 😞,0.0
Ae nào nỡ chơi thua tha đặt bóng đá mà chưa về bờ thì mình biết ông anh Lê Tiến Tường chơi bóng rất hay. Rất nhiều ae đang theo.,0.0
quá nhanh quá nguy hiểm😭,0.0
con này nó làm mất hết hình tượng người phu nữ vn  .cảm thấy buồn,0.0
Trần Công Luận đem đi tử hình cho nó lẹ phạt chi cho nó mệt,1.0
Page viết nhju kai phản động quá. Sai luật thj bj phạt thui,0.0
Gương mặt tỉ lệ vàng ghép vào ảnh đéo nào cũng hợp :))),0.0
Phan Linh chán đéo muốn nói luôn,1.0
Anh Trung lòi dái :)),2.0
Sếp đã đẹp trai còn nói đúng👏👏👏,0.0
Tập này thấy hay nhất trong tất cả các tập come out 😆🤣 Lisà Cai Lậy xinh quá đi,0.0
Xin địa chỉ bán áo:)),0.0
Cài tóc đánh bài cho hăng ạ 😌,0.0
Anh xin lỗi tùng đi. Sữa cho tùng tháng này thế nào???,0.0
TRUNG QUỐC LÀ 1 BẬC THẦY VỀ HỐI LỘ. :))),2.0
Dương Kỳ hắt xì vẫn toang =)),0.0
Chau de thuong qua,0.0
Miền nam thì cố ko cho ng trung quốc trúng thầu còn ngoài bắc thì ... 😪😪😏😏,2.0
Mai Xuân Tùng fan ruột nha bạn :))),0.0
"Vân Annh tin rông tin rài , cứ đi chơi đi , sống chết có số 🙄",0.0
Giây phút tôi không nghĩ mình còn tồn tại 🙂,0.0
Đúng rạch mồm nó,2.0
Cười liên tục luôn ấy trời,0.0
Lần đầu a tôi,0.0
Trần Thị Nhung con ng chứ có phải con c** đâu mà suốt ngày nghỉ. HN bị tuần sau còn phải cắp sách đi hc nữa là chỗ mk. Nằm mơ đi e,2.0
Quả Bóng Tròn Tròn đúng vậy nhưng ông đấy xem thường tính mạng mình quá ý mà,0.0
Vàng ngọc cl đừng có xạo l nha condi mất dạy,2.0
Chửi sai thì đính chính lại đi ad :v,0.0
Chuoi qua có bị nghiệp chướng chua chi ?,0.0
ủa cô là gì của Châu ạ ?,0.0
Lũ pede xạo xự. Mới hơm qua chúng tâng nhau lên mây. Nay chúng siủa cắn nhau như chó tháng 7. Hahaaaaaaa,2.0
Đoàn Duy Diện có phải trong Ngõ yên lãng k,0.0
Hiep Tong chắc k ai nhận ra đâu 🤣,0.0
Cực kỳ thuyết phục:)),0.0
"Miss cái thời eat burn real , burn beef, with homie ở fansixlong quá go Ai Ai Lam",0.0
Ae cho xin 1 like ăn tết,0.0
Đi mĩ là phải vậy,0.0
Hồ Văn Kiệt Duy Trương,0.0
"xin lỗi, nếu tôi là 1 thanh niên trai tráng đứng trước 1 ông lão 60 tuổi đi không vững thì tôi cũng làm thế :)",0.0
Cô hiếu này xinh,0.0
"Đó là cái cơ bản, bạn tham gia kinh doanh thì phải đống thuế ? bạn đang nói cái l*n gì vậy ? kể cả cái băng vệ sinh, bao cao su ... bạn vẫn đống thuế !",0.0
"Hoang Lan,ac qua...thuoc o thay hoai ,!! chuc  hai bac, dc nhieu sk nhe,",0.0
Giày mua trên sóp be trăm rưởi :)))),0.0
"mong dịch bệnh sớm kết thúc, ngoài kia không còn những người mất vì dịch, em cũng sớm gặp được anh Hiền Huỳnh",0.0
Thúy Vy mua cho D cái bận chơi m 🤣,0.0
Nó In tiền như in giấy lộn thế này bảo sao không lạm phát.,1.0
Họ hàng em đã xuất hiện 😂😂😂😂,0.0
Giống thực sự,0.0
Dfs,0.0
Tưởng đôi này :)),0.0
dong quan hêt chô ninh hả,0.0
T chán quá mà,0.0
Xin video đi bạn :v,0.0
Giang Thanh cừi ị đc hông,0.0
Có bàn chân lặng lẽ...,0.0
Sao lon dung la  mieng  cho k the moc nga voi,2.0
Ngồi chờ thông báo cty cho nghỉ,0.0
:v có ai đó cười ở đằng sau,0.0
khổ thân anh tôi 🤣,0.0
Nguyễn Thanh Tú chăm học vào,0.0
Vang gia ma sao em deo nhieu zay em kg so may thang xi ke no bop tai .cai toi deo vang gia do em .,0.0
Nó chửi nữa  roi a. Tinh nào tật đó.,0.0
Triệu Thành Long tích cực lên ông ơi,0.0
C.A việt nam mà mượn xe cái mẹ gì. Mấy ông công an phường ở SG toàn thấy cướp giật là chạy lên lề trốn liền. Sài Gòn nhiều chốt dân phòng vậy mà ngày nào cũng xảy ra cướp giật mà toàn là hiệp sĩ bắt cướp không à. Mấy ông dân phòng chả biết để làm gì nữa. Haizz.,2.0
"các bạn không hiểu con mẹ gì cả. dân chịu thiệt thì tất nhiên dân ở dưới thế. khi mà kẻ xấu làm hại bạn và công an đang xét xử thì bạn phải đợi, đợi ko đc nữa bạn đi đánh thằng xấu mặc dù bạn đánh nó ko bị thương nhưng nó vu khống ngược lại thì có phải",0.0
hết thời xuống núi lấy thun búng l*n :v,1.0
Nguyễn Trương Bửu Tấn bạn nghĩ virus nó sống ở đâu nào :))).,0.0
E có viên đặt se khít khìn khịt sau 2h vừa,0.0
Facebook bả là gì vậy mn,0.0
khi những con sán dây búa liềm phát biểu y như rằng tấu hài,2.0
Mình thích sống nhanh còn đâu kệ mn sống chậm,0.0
Tốt gỗ hơn tốt nước sơn.,0.0
Con xài sim mobi,0.0
Không chạy thầy đòn vô cái chân cho :)),0.0
ok a,0.0
Ngọc Hiếu hot trend đó nha 😂😂,0.0
Nhớ mang theo Tú Bảnh nha Trung Sky :))),0.0
Thật thất đức,0.0
"Mày mới gọi là nhảm đó,đồ chó đẽ",2.0
Nhờ sự miệt mài ngồi nhà cổ vũ của a mà RF mới có ngày hnay,0.0
"thuốc mê thì gây mê , thầy thì gây nứng 😀",2.0
Cô ba giàu quá à con mà được một phần nhỏ mong tay thì con đó khổ quá  co ơi,0.0
Tr oi lua gạt ta đả len chui,0.0
Bảo sao chỉ thích qua đây mua sắm ^^,0.0
Nói gì vậy lão vô văn hóa,2.0
mày xem nhẹ VN qá,0.0
Tiểu đường tuýp 30A 306.95.,0.0
Tĩnh Que còn hát cho nhau nghe đc thì dăm ba cái chúc thấm đ' gì nhỉ,1.0
xạo lol dell có gì vui chúng ta ko nên xạo lol 😏😏,1.0
Phê lắm a độ eii =)),0.0
"Trần Dần tỉnh ngộ rồi sao, Trước lúc khuất núi kêu gào thảm thương",0.0
Diệt ngay đừng cho nó đẻ trứng,0.0
Nge hay mà,0.0
:))) chào nha,0.0
"Liên cái lồn, bọn game x mobi chúng nó cũng đóng video quảng cáo ở chung sân khấu đấy( cũng mặc quần áo táo quân ké tí fame) , đội táo quân cũng tập ở đấy nên ké hình táo quân tí thôi chứ tuổi buồi đòi táo quân quảng cáo cho, địt mẹ seed bẩn",2.0
tiec cho gd bac sy qua .con vi rut nay that nguy h .on troi nuoc Việt Nam! minh con may man nheu,0.0
Triệu like,0.0
Co ba lon ve khi du no banh xac,2.0
Võ Minh Hiếu xin video bạn ơi,0.0
Nói về mấy ông bụng phệ ở trong chích quyền thôi nói cả đời vẫn ko hết chuyện...mãi cũng ko sửa đc..nó ăn vào xương vào tủy rồi.,2.0
Minh Quân đau vãi lồn =))),0.0
Con Nhung :)),0.0
Tui mà thấy anh lên fb tối nay là biết tay tui nha 😀,0.0
Du học sinh úc :))),0.0
k thua mà lại đứng trog nhóm nước đang phát triển =))),0.0
Phương Trinh ok =)),0.0
Mình thiệt sự chán ghét cảm giác này.,0.0
Duoc vl anh ui.,0.0
Mấy đứa đạo lý toàn sông như bướm,2.0
Hay qué,0.0
Ông già đi thái rồi ! Tối cháu live chơi subnautica phần 2 cho các chú coi nhé,0.0
"Không yêu nước, tinh thần này nọ, vượng vin , kệ xác nó..cứ Toyota, Honda, Mazda , bèo cũng Hyundai, Kia ...mà chơi cho chắc cú.",0.0
With love 💕,0.0
Anh kia said : mày không thấy bố mày đang ngủ à Nhím :v kk,0.0
Thấy ghê dị🤣,0.0
Nhi Faker :v,0.0
Lương Kim Anh ít bị ghét là thật hả bạn? Mk mới biết ông này.,0.0
Quần què,1.0
Chị Ba vàng Ngọc vui tính và hát hay nữa,0.0
Shop pe bán giày giá được vl,0.0
Nguyen Nam :),0.0
#ERROR!,0.0
Bui Hoang thầy lồn,2.0
Các em nên nhớ:trượt tốt nghiệp hay k đỗ đh chưa hẳn là hết hi vọng.biết đâu sau này mấy đứa nó đỗ đh nó lại là lính của các em,0.0
Người Bắc kỳ họ có khái niệm. Hy sinh đời bố củng cố đời con. Đụng đến chén cơm nhà nó mà. Cầu mong sao nó đi sớm hơn.,2.0
Nhạc với nhẽo . Nghe mấy bà cúng bái nói còn hay hơn =))) .,0.0
Fan,0.0
Nay tôi cùng ông già sẽ rì viu ổ cứng si-gết Ba-ra-cu-đa né mọi ng:))) - sói said,0.0
Nghe có vẻ hơi vô lí nhưng lại rất thuyết phụcc :v,0.0
"Năm ngoái thì vườn rau Lộc Hưng. Năm nay tới Biên Hoà. Nếu dân Việt Nam không đoàn kết, đồng lòng như dân Hồng Kông. Cuối cùng sẽ không có đất để chôn thân. Vì CS sẽ giao hết cho tầu cộng rồi hạ cánh an toàn ở nước ngoài. Người kế tiếp mất nhà.. chính là bạn.",2.0
Bê l**** chạy hjhjjhh,0.0
QuynhAnh Nguyen haha. Hnao lên xem mới đc,0.0
Không xâm lược mà giờ Hoàng Sa không còn là của Việt Nam :v,0.0
Anh độ đi chơi thì cứ đi em ở nhà nằm ngủ,0.0
hỗn hào,0.0
ok các cháu,0.0
Ánh sáng của đảng sẽ giết mày,1.0
hãy có lên,0.0
Hoang Trung mấy ổng đc truyền máu đây :)),0.0
Cho e fan cứng đi a,0.0
đem người đi bán....,0.0
Đừng quá tin :)),0.0
❤️,0.0
Chặt bỏ chứ để làm gì,0.0
yeb,0.0
Chúc mừng thầy. Thầy sela,0.0
Hơn 48 tiếng trôi qua lặng lõe :))),0.0
Quảng Nam lại thêm 1ca nữa ạ,0.0
"chuẩn r, nước ngoài cũng có chuyện như thế này mà chẳng ai nói, ở VN chạy xe ko theo luật còn làm càn",0.0
cũng hay đóng học phí lắm :)),0.0
toang toang thật sự Sóng Vỗ,0.0
Cũng ko hẳn ... Trong cuộc sống bạn phải có đam mê cho riêng mình chứ .. Có đam mê mới có động lực để mà kiếm tiền chứ,0.0
“Cộng đồng mạng “thế lực vô cùng :))),0.0
Tối này thầy live k nhỉ,0.0
Dạo này ổng bị dịch nên im hơi rồi à,0.0
Nhuc,0.0
Quyền riêng tư của người ta mà mỗi người một số có ai muốn vậy sao khi dễ người ta. Bạn đã sai,0.0
Toàn là những con người thiếu ý thức mà ra cầu mong dừng lại ở con số này thôi chứ lo lắng quá đi cầu cho máy cha máy mẹ đừng đi tùm lum nữa làm khổ nhiều người lắm muốn chết về nhà đóng cửa chết mình mẹ đi,2.0
Hơizzzz=))),0.0
"duma hỗm em trúng dc 20k k dám chơi nhiều thầy ơi, so anh ba giáo án xạo lz",2.0
"Tết đến lương về mua xu may mắn lì xì, tặng quà tết bạn bè người thân mọi người eii",0.0
Biết vậy ở nhà đọc truyện sếch còn hơn thầy ạ,1.0
☻,0.0
Phương Nam ừ cô mà tích lại mà bán,0.0
Co ba oi co ba dep qa,0.0
"Ko lẻ bất cứ nước nào nhận lao động nước ngoài thì nước đó trình độ kém?? Ngu vl. Ngành luyện kim: mổi cty mở ra đều đưa nhân viên ra nước ngoài thực tập( chủ yếu ở Trung Quốc), vì chuyên môn yếu với lại thiếu chuyên cần, bất cẩn. Các nhà thầu TQ hầu n",1.0
"Hậu quả cuộc nhồi sọ kinh khủng lắm, sẽ có những thành phần bay vào đây cắn ad đấy =)), mình cũng đã bị nhồi như thế và cũng may gia đình mình là miền nam rặt nên mình dễ dàng thoát ra được nên mình hiểu. Khi mà các tổ chức có chung mục đích ko thể liên kết với nhau thì còn lâu lắm mới tìm lại được nền cộng hoà ngày ấy",2.0
Hải quan ngta thì giúp đỡ hành khách,0.0
Vơ đũa cả nắm thế ai chơi lại ông?,0.0
Em còn chưa giận đây :v,0.0
Bui Hoang lại mất quan điểm,0.0
Adam Dark dậy thì sao 🤣,0.0
Vẫn mãi là abe :)),0.0
Mn ơiii giúp em với ạ,0.0
"chuẩn, cũng chỉ đủ bằng 2, 3 bữa nhậu đều đều ngày ngày, hàng tuần của các quan thôi mà, không tăng phí, tiền đâu đi nhậu ?",0.0
"Mong muốn khởi nghĩa để đất nước giống ukranie, syria, iraq là ước mơ cháy mỏng của ad",0.0
Giống quét bụi quá Po TatOo'x,0.0
LA 😥,0.0
Huyền Trang 😆😆😆,0.0
Ngon! Đeo tai nghe vào và sục cặc thôi!!,1.0
Chị ba ơi em khổ quá,0.0
"mấy bác ăn hại có làm éo j em cũng chẳng quan tâm,nói hoài mỏi miệng nhưng cái hành động lâu lâu có tàu lạ hành hung ngư dân,đâm chìm tàu ngư dân của quãng ngãi có biển số tàu trung quốc mà ko lên tiếng thì em ko chịu đuợc,rồi tối thời sự lại đưa tin t",2.0
Quá là hợp lí,0.0
Yêu chi ❤❤❤ maria veria,0.0
Bò viên và panda ko thích điều này,0.0
Ở bển luôn đi về VN làm cái đéo gì ko bik,1.0
hélu,0.0
Củng dừa cho fan bớt nổ lại .....k hay thì nói k hay .....gạch đá xin chiệu,0.0
1 contairner nằm hết :)),0.0
"Đừng lôi mẹ người ta vào, tao địt vào miệng mày Vũ Long Bảo cấm lôi fụ huynh vào nha ^_^",2.0
:))) ý thức anh tịp như cái đầu bùi vậy,2.0
Em đã thử và được mạnh bạc 😂😂,0.0
Bác sĩ chữa khỏi bệnh cho một người trả tiền cho bệnh viện nó khác.,0.0
Test thị lực không cacban.,0.0
Cho ad clipo hay nè :v,0.0
Ông đạp tý thì rụng điện 🤣👍,0.0
Úi tốt nghiệp còn không đỗ thì làm được gì các em ơiii😫😫😫,0.0
"Nuoc hoa that khong bao gio co gia may tram ngan dau , do la nuoc hoa gia  muon biet gia nuoc hoa that vao Amazon.com search : Chanel no 5 perfume se biet gia mua tra bang USD .",0.0
Sếp nhà ngta :),0.0
Kố nên ank to^i ngke^’ zi’ cung~ va^’t va?,0.0
lớ ngớ thằng này nó biết dc. nó bỏ boom nguyen tu thì ăn cứt cả lũ :)),0.0
Đếu bao jo t un cua THP nữa..,0.0
Đúng kiểu VN ông này đổ ông kia ông kia đổ ông khác chả ông nào dám nhận trách nhiệm,0.0
Trịnh Hà Vy hiu r,0.0
Xem on Tran dan noi chuyen cung co cai hay😀,0.0
Đồng Nhung toàn các tỷ phú đi tây cả chớ nghèo lm gì đc đi,0.0
Ơ thế lưỡi thầy k có đốm à :/,0.0
Cám ơn anh Lân đạo diễn nhiều vở hài hay phết!😀,0.0
Chị Khánh Chi càng ngày càng đẹp càng duyên 💖,0.0
Còn câu nào khó hơn không,0.0
Ghi Ta chúa said : ta tha thứ cho con,0.0
Nguyễn Lâm Nhật Khoa abe của t mà tụi bây mang ra làm trò đùa v😂😂😂😂,0.0
Vì khẩu trang nó đắt quá anh ạ cay thật,0.0
Con bóng già h mới lộ :v :))),0.0
Trần Thái Linh,0.0
Chắc đây là clip củ hả mọi người..?,0.0
uầy chơi gắt thế :)))),0.0
Cháu phì cười với con vi trùng du học      mà bác nói 😂,0.0
Thằng mặt heo,2.0
nên xem từ phút 7:00,0.0
xin quả nhạc đầu,0.0
Mãnh thú thì cũng phải trông em thôi :))),0.0
Thành Đạt lồng cái nhạc mắc cười lạy 😂,0.0
Đây mới là người có bản lĩnh thực sự 👍,0.0
Nhìn chị sinh rồi giờ làm đẹp nữa thì chai Việt kiều theo chỉ cả đoàn đây chỉ à,0.0
Hanh Viet tôi thấy 1 bông hoa giữa 1 vùng cứt,1.0
Thảo Đào Văn,0.0
"Si cam on Ma,hen chi tui thay nghi nghi dieu bat thuong ,con hon nghe Si ho quan Len dong  !!!",0.0
Cũng hay,0.0
Hậu việc hút thuốc Lào 🙂 :v,0.0
Thà một phút huy hoàng còn hơn le lói suất trăm năm,0.0
"Lễ đêm 24.12 gọi là lễ Vọng Giáng Sinh, nghĩa là chờ mong, mong ngóng Chúa giáng sinh. Chứ ko phải là do giáo dân nóng lòng quá rồi sinh ra chuyện làm lễ ngày 24.12. Lễ ngày 25.12 vẫn là lễ trọng, giáo dân nghỉ việc xác vào ngày này. Anw, bài viết rất hay. Cám ơn tác giả",0.0
Lê Quang Trường đi sớm lên,0.0
🤣🤣🤣 nhìn tội vl 🤣🤣🤣 An Nguyen,0.0
Hưng Thấy sao nhờ,0.0
cô ấy đang xem gì đó,0.0
chào anh gil xô,0.0
Chỉ biết nói là..... rất viêt nam,0.0
My Tran gg,0.0
"Thế thì ngon quá ,đỡ tốn tiền 🤣",0.0
Lanh dao nuoc ngoai noi nhung cau noi tro thanh kinh dien.con lanh dao vn noi toan nhung loi vo van.vn toi khi nao moi phat trien day.,2.0
Mn vào fb con này làm việc nó đi,0.0
Chị tiết nc cưng qá :))😍,0.0
Trào lưu bà Cô lên giá 🤣🤣,0.0
Netflix đồng hànhh cùngg mọi nhàaa,0.0
Để thầy xem tụi bây vui dc bao lâu :)),0.0
Đuoc cua ló,0.0
Lâm Đỗ Hoàng Thông panba,0.0
cay lắm luôn,0.0
Sống chậm thoiu,0.0
Yêu cô quá cô ơi,0.0
Nguyễn Phước Đạt tính ht r nha,0.0
"@Thảo My trước kia tục thật nhưng chửi hay còn bây giờ thì ko đc vậy. Với lại mình củng thích chị này thật nên hay vào fb xem vs like hình nhưng nhiều cái thấy bả quá đáng lắm. Nhiều người vô cmt đàng hoàng nhưng ko vừa ý là bị chửi tới cha mẹ ông bà liền, fan thì vào bảo ngu hay sao mà ko biết chị chửi giỡn. Khi người khác lên tiếng chửi lại đùa giỡn vs mất dạy  nó khác nhau lắm thì clip này ra đời. Bản thân chửi cha mẹ người khác thì cho là mình chửi giỡn cho vui còn người khác chửi lại thì bảo mất dạy, coi vô lí vl ko 😂",2.0
"Đọc bài ở đây làm mình liên tưởng tới ưc trước trên fb cũng có nick anh nào đó ngoài hà nội ..cái j cũng chửi ấy..mà hài lắm..đọc cười văng cả rôn..chửi cây kem merino đậu xanh,đậu đo gì ấy...😂😂😂😂",0.0
Làm không được gì nhưng bu thì chắc là được. Mà là rất được,0.0
Trend này tui theo lâu rồi,0.0
quạ bắt diều hâu tha anh eii,0.0
Mjnh cho sdt di tui ve mjnh chau choi,0.0
"@hoa buitôi chửi nó để  trong ngoặc đó bạn , chứ tôi biết thằng ba rọi này mồm nó hơn cống công cộng , từ thiện mà sủa như quái vật vậy, mồm nó độc quá ,mồm nó chửi tục vậy thì tâm nó chỉ tà kiến và ác gian tham thôi.",2.0
Ảnh gốc,0.0
Nhớ nghỉ hẳn luôn nhé ☺️,0.0
