text_clean,label_id,label_name,svm_pred,bilstm_pred,phobert_pred,deberta_pred,svm_label,bilstm_label,phobert_label,deberta_label,svm_ok,bilstm_ok,phobert_ok,deberta_ok,error_pair
*** lung linh,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Lol này cây vô đầu nó mới sợ :),0,CLEAN,1,2,2,0,OFFENSIVE,HATE,HATE,CLEAN,0,0,0,1,CLEAN -> HATE
Sao giờ nhiều chương trình nhố nhăng thế khg biết,2,HATE,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,0,0,0,0,HATE -> CLEAN
Óc chó,1,OFFENSIVE,2,1,2,1,HATE,OFFENSIVE,HATE,OFFENSIVE,0,1,0,1,OFFENSIVE -> HATE
Cười vl😂,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Điên qf :,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Cho con voi,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Toang thực sự 😐,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
facebook.com/notes/hasdgasdgasdg%BF/video-quay-tr%E1%BB%99m-c%C3%B4-g%C3%A1i-v%C3%A0-b%E1%BA%A1n-trai-trong-nh%C3%A0-v%E1%BB%87-sinh-c%E1%BA%A5m-ch%E1%BB%8B-em-v%C3%A0o-xem/933231583437890,0,CLEAN,0,1,1,2,CLEAN,OFFENSIVE,OFFENSIVE,HATE,1,0,0,0,CLEAN -> OFFENSIVE
khôn thế thầy lòn :)),0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Mày nghỉ luôn cũng được. Phát ngôn tào lao fan nó unfollow hết bây giờ,2,HATE,1,2,1,2,OFFENSIVE,HATE,OFFENSIVE,HATE,0,1,0,1,HATE -> OFFENSIVE
"đục not ""đụt"" :3",0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Công nghệ xây cầu mới của đảng và nhà nước ta đấy! Thế giới chưa nước nào có đâu,1,OFFENSIVE,0,2,0,2,CLEAN,HATE,CLEAN,HATE,0,0,0,0,OFFENSIVE -> CLEAN
Huyền Vy dẹp mẹ đi,2,HATE,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,0,0,HATE -> CLEAN
vào phòng kín cho đấm lại là huề :v chứ rùm ben kiểu này xấu mặt nội bộ hết :v,0,CLEAN,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,0,1,0,0,CLEAN -> OFFENSIVE
Con số 34 cũng làm lan rộng ra,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Cj chửi nhìn đã z,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Bán hàng online cho dù khách hàng co chữi hay xúc phạm mình đi nưa thì minh cũng nói sao cho nghe đươc thi khách hàng thương ko chữi ma nguoi ta con quay lai mua hàng nhiều con chữi kiểu nay sớm muộn cũng bi loại trên thị trường,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
"Tâm Tâm nó nói gì chẳng đc thực hư thế nào chả ai biết.nếu bạn cố tình đi lây lan bạn có chịu khai thật với chính quyền là:\""ờ t bị bệnh t thích đi hiến đấy. Bạn dám nói thế thì mình chịu sai.",0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",2,HATE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,1,0,1,HATE -> OFFENSIVE
"Kéo chuột vãi lồn luôn, nó yếu lắm rồi :D",1,OFFENSIVE,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,0,1,0,1,OFFENSIVE -> CLEAN
:'( Vãi nồi !,1,OFFENSIVE,1,0,0,1,OFFENSIVE,CLEAN,CLEAN,OFFENSIVE,1,0,0,1,OFFENSIVE -> CLEAN
đến lúc nó chet lại sợ dai ra quần :((,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
được vl anh độ ạ😂,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
:))) d' tje mj,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
:vv ăn đấm khong trượt phát nào anh ạ,0,CLEAN,1,0,1,0,OFFENSIVE,CLEAN,OFFENSIVE,CLEAN,0,1,0,1,CLEAN -> OFFENSIVE
"Hết ""cực kì thuyết phục"",giờ tới mấy con bò ""sống chậm"" :)",0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
Xem bực mình thêm,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Lại sống như rau dền :)))),1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Nguyễn Yến Nhi đang tính cmt luôn. :)))) Coi xong kiểu WTF?? T đã coi clg thế :)))),2,HATE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,0,0,HATE -> OFFENSIVE
Ôi pha đonate :)),0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Bạn Ba còn gạ bạn Thơ vô to lét nữa :))),0,CLEAN,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,0,0,0,1,CLEAN -> OFFENSIVE
"Dkm phat ,noi nhu c",2,HATE,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Mom cho ko moc dc nga Voi,1,OFFENSIVE,0,1,2,1,CLEAN,OFFENSIVE,HATE,OFFENSIVE,0,1,0,1,OFFENSIVE -> HATE
Giống abe vailon,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Anh ba láo nháo là Tú xiên giờ,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Thế cong trải thảm tiếp cẩu tập,0,CLEAN,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,0,1,0,0,CLEAN -> OFFENSIVE
Người Việt tự giết người Việt thôi,0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
tao lại dưới loz tao lại lên .kkk,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
Cô ở chỗ nào cai lậy con ở cái bè sát bên cô,0,CLEAN,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,1,0,0,1,CLEAN -> HATE
phe khoang qua ma oi,0,CLEAN,2,0,2,1,HATE,CLEAN,HATE,OFFENSIVE,0,1,0,0,CLEAN -> HATE
"Có gì đâu, gây náo loạn để nổi tiếng hơn, sau đó xin lỗi để mn bỏ qua, nhưng sự nổi tiếng vẫn còn. Cách thức nó thế. Cho dù mình có ghét nó thì mình đã có sự chú ý đến nó, đối với nó đó là thành công rồi",0,CLEAN,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,0,1,0,1,CLEAN -> OFFENSIVE
Cường là ÔNG CAn à ?! =)),0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
"Hướng Dương Fan mà làm ăn thế bao giờ không, bớ làng nước 😂",0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
"Bơm chủ nghĩa dân tộc như bơm ma túy. Càng ngày càng nhiều, ngày càng trầm trọng.",2,HATE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,1,0,1,HATE -> OFFENSIVE
"Công nhận Trung Quốc chưa bao giờ bành trướng thế lực như bây giờ. Dám đưa ra những yêu cầu trời ơi đất hỡi, mỗi thù trăm năm vs phương Tây và phát xít Nhật, đang trả thù từ từ nè",0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
"Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu",2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
các cậu ko đọc stt à. tôi thấy chửi đúng mà. các cậu thử nghĩ xem đang đi đường có mấy thằng chọi con áo xanh đỏ tím vàng các kiểu cả xăm cái hình to như cái mả bố nó ấy rồi cởi trần đi lạng lách đãnh võng bênh mẹ cả đầu xe lên thì có đáng đút con mẹ nguyên cái buồi vào mặt nó ko,2,HATE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,1,1,0,1,HATE -> OFFENSIVE
Anh ơi :( đau vcl,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"DLV sẽ nói gì à?? : ""Phản đôôộoong! - chỉ thế thôi nhé :v",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> OFFENSIVE
Giac phuong bac ma,0,CLEAN,0,2,2,0,CLEAN,HATE,HATE,CLEAN,1,0,0,1,CLEAN -> HATE
"Ở đéo đâu chả có ung thư :/ đời sống đi lên tỷ lệ bệnh tật nhiều. Vn còn hơn chán bọn tây lông là hầu như đứa nào cũng dị ứng nhé. Lại cái bài ca vn trong top tỉ lệ ung thư cao, còn cao nhiêu thì số liệu đéo rõ ràng. Top các nước ung thư cao thế giới toàn eu với mỹ hết :/",2,HATE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,1,1,0,0,HATE -> OFFENSIVE
"Cát linh hà đông hỏng phải thời tui đấu thầu, thiết kế nhé, đống sắt phế thải, hàng quá đát đó của thời trước nha, tui đang mê vụ 16 tỷ đô long thành airport thôi.",0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Xứ tư bản của ba que,0,CLEAN,2,0,2,0,HATE,CLEAN,HATE,CLEAN,0,1,0,1,CLEAN -> HATE
Yêu ai thì kệ mẹ nó. Đăng làm cc gì,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
Cười vl,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Người ta đi vào chỗ nổi tiếng chứ ai giam đi vào mấy chống này,0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
Úi zồi sắp đến đoạn phệt thì lại bị bắt,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Cu vag đi cho bt,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
Việc đéo j cũng đến tay tao kể cả việc lái xe cho ông già,0,CLEAN,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,0,0,0,1,CLEAN -> OFFENSIVE
"thế bạn biết đường chạy qua cánh đồng , chỉ qua 2 3 nhà dân , đền bù cho dân 200 triệu . ghi vào sổ sách 500 triệu không :v . chưa kể nhiều ông quan chức to kí duyệt là đều phải có lót tay , mỗi dụ án lót tay chả mấy khi dưới đơn vị "" tỷ đồng """,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Mồm vén lên như cái bồn cầu,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
"Thái Lan hèn thật, người ta là đội ngũ tiên phong của giai cấp công nhân, là đảng của dân do dân và vì dân mà chơi cấm người ta, sao không đem ra ..... bắn mịa nó hết cho nhanh",2,HATE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,1,0,1,HATE -> OFFENSIVE
"đ m, thầy giáo cũng sống ảo",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> OFFENSIVE
bài quyền lợi hại ghê súng bắn không trúng dao đâm không chết!bài quyền phải đặc cho nó cái tên là lựu đạn bom mìn!,0,CLEAN,0,2,2,0,CLEAN,HATE,HATE,CLEAN,1,0,0,1,CLEAN -> HATE
"K cần giặt đánh, cứ để dân tự chết vì ngu thôi :v",2,HATE,1,1,1,2,OFFENSIVE,OFFENSIVE,OFFENSIVE,HATE,0,0,0,1,HATE -> OFFENSIVE
Hợp vl :)),0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",2,HATE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Lưu Nguyễn thâm vl :))))),0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Ức chế vl... Bán bó rau lời ko bao nhiêu..,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
nước Mỹ đã bỏ rơi chúng ta để chạy qua mai táng anh hai liên xô và đàn em của ảnh.,0,CLEAN,0,0,2,2,CLEAN,CLEAN,HATE,HATE,1,1,0,0,CLEAN -> HATE
"vietnam gioi thieu bo phim * benh nhan nguoi anh * bien dao dien, corona, dien vien UK, truong quay. Vietnam...",0,CLEAN,0,2,2,0,CLEAN,HATE,HATE,CLEAN,1,0,0,1,CLEAN -> HATE
Sân bay chưa xây mà cao tốc kẹt như cơm bữa! Đường khẩn cấp mà chạy chiếm hết ý thức!,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
MinhHieu đại chó nó dao làm người đừng làm chỗ chỗ,0,CLEAN,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Đừng đùa ko khéo đem vào giảm dạy như mac lenin thì khối thằng ốm đòn sách này 500k là ít,0,CLEAN,1,2,1,1,OFFENSIVE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"Chửi vô tội vạ mà đéo biết báo từ đời nào rồi,và chỉ phạt các doanh nghiệp mua điện nhưng lại k sử dụng để tránh lãng phí thôi chứ dân dùng bằng nào thu bằng đấy,toàn những con bò",1,OFFENSIVE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,1,0,0,0,OFFENSIVE -> HATE
"Cocabay giờ nhìn u ám. Cách đây hai năm có người ráo riết thuyết phục mình mua, may lúc đó từ chối. Vãi cả đái !",0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
"Chở vàng qua Mỹ. Đúng nhé chị ba có chở. Nhưng.... Ko phải vàng mà là Bom,Mìn, Lựu Đạn. Để nổ banh cái dòng họ nhà thằng Bê Đê.",2,HATE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,1,1,0,1,HATE -> OFFENSIVE
Da bao dung nghe cs noi !!!,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
"Bệnh viện Anh như cc. Đã có triệu chứng rõ ràng, khai cả tiền sử tiếp xúc vẫn ko cho xét nghiệm mà yêu cầu cách ly tại nhà 😔 Ông bố điều mb bế về Vn chữa là hợp lý",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> OFFENSIVE
chỉ yếu tgooi,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Râu càm không đều nha :),0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
Anh Trung weeboo =))),0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
"Có cc,t là bẩm sinh r :v",0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"Phải,VN vô số tham nhũng,lại vụ nữa đây,sắp đại hội gì đó",1,OFFENSIVE,0,2,2,2,CLEAN,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"Nhân loại giờ đây giảm bớt ác mộng rồi, chỉ còn góc châu Á còn ác mộng thôi.",2,HATE,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,0,0,0,1,HATE -> CLEAN
BÓNG ĐÁ- chính là “RẠP XIẾC”.,1,OFFENSIVE,0,2,0,2,CLEAN,HATE,CLEAN,HATE,0,0,0,0,OFFENSIVE -> CLEAN
Đưa lên kiểu này có khi ngày mai nó cho người ra đập bỏ luôn là hiểu nhé 😭,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Óc ti thờ ry óc ty thờ ry,0,CLEAN,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
Đươc ! Đẻ bằng hậu môn à ?,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
"Anh mày thiếu nợ giang hồ hóc môn, mày cũng thiếu nợ không dám về Việt Nam, bày đặc làm banh",2,HATE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,1,1,0,1,HATE -> OFFENSIVE
Bịt lol chạy quanh nhà là có thật 🤣🤣,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Cứ để Sông Tô Lịch thối như thế thì các nhà lãnh đạo mới có cớ vẽ ra dự án xử lý này nọ rút ruột ngân sách chứ làm sạch đi rồi họ lấy gì ăn ?! Chuyện ồn ào tranh chấp phá hoại các công trình thử nghiệm của người Nhật cũng là điều dễ hiểu mà.,2,HATE,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,0,0,0,1,HATE -> CLEAN
Đi coppy ảnh của page khác không ghi nguồn. :))) kém chuyên nghiệp,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Mất thằng K cái nhạc dở quoãi,0,CLEAN,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Quang Quang Tường cãi lộn cát không,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
nguoi ta co tien lam rang gia.cgu.bon minh tien dau.lam.bactram trieu do bo,0,CLEAN,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,1,1,0,0,CLEAN -> HATE
Thời trang với thời chủng nhìn mất hết cảm tình 😬😬,1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Bọn dầy tớ chấp chi.,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Ghê vãi,1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Cc thầy eie,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
đứng thế lốp nó nổ nó bắn cho cái thì đéo còn bánh mỳ với nước lã mà uống,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
cho a bu voi,1,OFFENSIVE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,0,0,OFFENSIVE -> HATE
Ảnh hưởng đến công việc thì kệ cụ nhà m,2,HATE,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,0,0,0,0,HATE -> CLEAN
thằng chụp ảnh làm trong này chắc cbi bị điều tra :3,0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
cả đoàn trốn trại...nói chuyện điên khùng,2,HATE,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,1,0,0,1,HATE -> OFFENSIVE
Vậy đủ chậm chưaaa đumaaaaaaaa,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Hiện đối tượng vẫn đang nhởn nhơ ngoài vòng pháp luật,0,CLEAN,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,1,1,0,0,CLEAN -> HATE
đảng cộng sản cho quan tham nhũng :3,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Đm. Rẻ rách dlv,2,HATE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,1,1,0,0,HATE -> OFFENSIVE
Khổ thân cho các bác sĩ cùng người dân luôn tích cực phòng ngừa tìm cách để ngăn dịch kèm theo sự tuyên truyền của nhà nc mà bây giờ loi ra thêm mấy thành phần y thức kém làm công sức bao lâu do song do biển hết hy sinh vô ích buồn thiệt chứ,0,CLEAN,2,0,2,2,HATE,CLEAN,HATE,HATE,0,1,0,0,CLEAN -> HATE
Ủa chị hiếu pttm công nhận giống Y gái bê ngoài luôn. Còn Khánh Chi nhìn đơ ko giống gái vẻ bề ngoài hơn ta. Thiệt,0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
được vl abe,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
"Cánh hoa ở hàn quốc thôi, về việt nam nó là cái l** đấy 🤣🤣🤣🤣",0,CLEAN,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,1,0,0,0,CLEAN -> OFFENSIVE
Moá.,1,OFFENSIVE,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,0,1,0,1,OFFENSIVE -> CLEAN
"thằng dưới thì thấy thế này, chứ đm thằng ad mà làm quan to xem, thử mở mồm ra nói nghĩ cho dân xem nào :)) thanh niên GATO",1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"cách đây cũng 1 2 năm nghe tin đứa trẻ sinh ra đã cõng 22 triệu giờ 29 triệu , mấy ông đi vay tiền để tăng GDP à =))",2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Không có tiền thì gọi là mơ ước chứ đéo phải đam mê đâu,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
T cố gắng nghe hết nhưng đâu tai thật sự,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
A Độ đz v,0,CLEAN,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,1,1,0,1,CLEAN -> OFFENSIVE
má dầu thơm giả sức cho ghẻ người,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Cột đèn,0,CLEAN,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
Tụi Hàn giàu giả tạo không bền vững như triều tiên,2,HATE,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,0,0,0,1,HATE -> CLEAN
Thời thế đảo điên,0,CLEAN,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,0,1,0,1,CLEAN -> OFFENSIVE
từ bỏ thiên đường xhcnvn sang xứ tư bản giãy chết làm culi!😭😹🤣,0,CLEAN,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> OFFENSIVE
thực sự ra chẳng có phản động đâu chỉ co người DÂN nói sự thật thì bị chính quyền chụp mũ gọi là phản động,0,CLEAN,2,0,2,2,HATE,CLEAN,HATE,HATE,0,1,0,0,CLEAN -> HATE
nói dân trí thấp lại tự ái 🙂 cái ý thức còn kém hơn kiến thức lý của mình nữa 🙂,1,OFFENSIVE,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,1,0,0,1,OFFENSIVE -> HATE
Tam sanh cái cỏi ta bà,0,CLEAN,2,1,1,2,HATE,OFFENSIVE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> OFFENSIVE
nó chơi luật rừng thì mình chơi luật rừng! mạng đổi mạng! đéo phải nói nhiều! Bức xúc làm cc gì,2,HATE,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
"Chơi gì cũng ngu, chơi ngu là giỏi 😆",0,CLEAN,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,1,0,0,1,CLEAN -> OFFENSIVE
kay vờ lờ.,0,CLEAN,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,0,0,0,1,CLEAN -> OFFENSIVE
Búi trĩ của team xDD,0,CLEAN,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,1,1,0,1,CLEAN -> HATE
"Tưởng ngon à, tao khinh !!",0,CLEAN,0,1,2,1,CLEAN,OFFENSIVE,HATE,OFFENSIVE,1,0,0,0,CLEAN -> HATE
