phrase,phrase_compact,count,phrase_len,n_pred_hits
chưa nói động chạm gì mà dựng lồn,chưanóiđộngchạmgìmàdựnglồn,1,26,0
ăn hết đống cá rồi tắm biển hết đi,ănhếtđốngcárồitắmbiểnhếtđi,1,26,0
mẹ cha chúng nó bọn mất lương tri,mẹchachúngnóbọnmấtlươngtri,1,26,0
nuôi mấy đứa này thiệt tiếc tiền,nuôimấyđứanàythiệttiếctiền,1,26,0
còn trinh có cây đinh chính giữa,còntrinhcócâyđinhchínhgiữa,1,26,1
mặt đẹp gái mà cái tính lại xấu xa,mặtđẹpgáimàcáitínhlạixấuxa,1,26,0
đéo còn tý niềm tin cái đất nc này,đéocòntýniềmtincáiđấtncnày,1,26,0
"nhân phẩm , danh dự cũng có hoá đơn",nhânphẩmdanhdựcũngcóhoáđơn,1,26,0
loại trai đéo phải nữ cũng không,loạitraiđéophảinữcũngkhông,1,26,0
ngu + phong bì + cấp quyền = loạn ngôn,nguphongbìcấpquyềnloạnngôn,1,26,0
miệng mở ra thúi như cái ống cống,miệngmởrathúinhưcáiốngcống,1,26,0
ý thức thua điểm thi hóa của cháu,ýthứcthuađiểmthihóacủacháu,1,26,0
ong co binh thuong khong vay ong?,ongcobinhthuongkhongvayong,1,26,0
cái đồ quốc gia chế độ cũ bị lật đổ,cáiđồquốcgiachếđộcũbịlậtđổ,1,26,0
lãnh đạo trường thì đang cố giấu,lãnhđạotrườngthìđangcốgiấu,1,26,0
gió chiều nào ông ta ngã chiều đó,gióchiềunàoôngtangãchiềuđó,1,26,0
tên loài sinh vật lạ :dư luận viên,tênloàisinhvậtlạdưluậnviên,1,26,0
có tí tiền lo mà bổ túc lại cái não,cótítiềnlomàbổtúclạicáinão,1,26,0
nói đạo lí nên mới nhiều ng bị lừa,nóiđạolínênmớinhiềungbịlừa,1,26,0
súc vật từ nhan sắc đến nhân cách,súcvậttừnhansắcđếnnhâncách,1,26,0
hoag sa truog sa la kua trug quoc,hoagsatruogsalakuatrugquoc,1,26,0
gần toàn gái xinh mà hành xử kém,gầntoàngáixinhmàhànhxửkém,1,25,0
ngừoi đàn bà có cây cà rem 9 giữa,ngừoiđànbàcócâycàrem9giữa,1,25,0
sang vũ hán mà ở cho đợ ngột ngạt 😒,sangvũhánmàởchođợngộtngạt,1,25,0
đjt con me m xác định lập acc mới,đjtconmemxácđịnhlậpaccmới,1,25,0
tối ngày đòi bình đẳng ko kì thị,tốingàyđòibìnhđẳngkokìthị,1,25,0
ngôn ngữ đả kích và khiêu khích,ngônngữđảkíchvàkhiêukhích,1,25,0
bò đỏ umê bưng bô làm gì có cửa đu,bòđỏumêbưngbôlàmgìcócửađu,1,25,0
cai mo may k con cai rang an chao,caimomaykconcairanganchao,1,25,0
ý thức không bằng cả huấn râu gì,ýthứckhôngbằngcảhuấnrâugì,1,25,0
khom lưng hửi đít thằng mao chó,khomlưnghửiđítthằngmaochó,1,25,0
đời cha ăn mặn đời con khát nước,đờichaănmặnđờiconkhátnước,1,25,0
ai là quan chức mad ko lạm quyền,ailàquanchứcmadkolạmquyền,1,25,0
thu do se bi qua bao se chẹt tham,thudosebiquabaosechẹttham,1,25,0
con điên con hâm con chập cheng,conđiênconhâmconchậpcheng,1,25,0
đầu óc đ gì cứ như gói trà túi lọc,đầuócđgìcứnhưgóitràtúilọc,1,25,0
cái phao để cứu cho những tên cs,cáiphaođểcứuchonhữngtêncs,1,25,0
cặp môi như hai miếng thịt trâu,cặpmôinhưhaimiếngthịttrâu,1,25,0
ông già nuôi tốn tiền bỉm sữa vl,ônggiànuôitốntiềnbỉmsữavl,1,25,0
chj co tien chon duoi dat thoi,chjcotienchonduoidatthoi,1,24,0
không nên du nhập vào việt nam,khôngnêndunhậpvàoviệtnam,1,24,0
lo canh me gd ra sản phẩm để đạo,locanhmegdrasảnphẩmđểđạo,1,24,0
con khỉ trần dần vẫn còn răng à?,conkhỉtrầndầnvẫncònrăngà,1,24,0
chả có tí hành kinh nào văn hoá,chảcótíhànhkinhnàovănhoá,1,24,0
dương tính với bệnh thần kinh,dươngtínhvớibệnhthầnkinh,1,24,0
ăn thực phẩm chứa chất độc hại,ănthựcphẩmchứachấtđộchại,1,24,0
12 con giáp không dóng còn nào,12congiápkhôngdóngcònnào,1,24,0
chúng có biết chữ để đọc báo ko,chúngcóbiếtchữđểđọcbáoko,1,24,0
vay cho con cháu du học xây nhà,vaychoconcháuduhọcxâynhà,1,24,0
k có nghìn nào giúp dân thì nín,kcónghìnnàogiúpdânthìnín,1,24,0
dm éo học thì làm cc gì biết chữ,dméohọcthìlàmccgìbiếtchữ,1,24,0
vẫn là dân khổ . đảng cs muôn năm,vẫnlàdânkhổđảngcsmuônnăm,1,24,0
có lồn đâu mà lấy 1 tỷ chùi trời,cólồnđâumàlấy1tỷchùitrời,1,24,0
đừng hi vọng nhiều ở luật pháp,đừnghivọngnhiềuởluậtpháp,1,24,0
ý thức còn kém hơn kiến thức lý,ýthứccònkémhơnkiếnthứclý,1,24,0
pháp luật là thể loại hài hước,phápluậtlàthểloạihàihước,1,24,0
sự xúc phạm nặng nề người nhìn,sựxúcphạmnặngnềngườinhìn,1,24,0
ý thức còn ít hơn kiến thức hoá,ýthứccòníthơnkiếnthứchoá,1,24,0
nó cố ý hay vô tình sống tới giờ,nócốýhayvôtìnhsốngtớigiờ,1,24,0
đề đừng tin những gì cu vẹm nói,đềđừngtinnhữnggìcuvẹmnói,1,24,0
bắt tay với quan chức nhà nước,bắttayvớiquanchứcnhànước,1,24,0
ý thức kém hơn cả điểm english,ýthứckémhơncảđiểmenglish,1,24,0
im lặng những chuyện cấp bách,imlặngnhữngchuyệncấpbách,1,24,0
sống với ô nhiễm ở mức nguy hại,sốngvớiônhiễmởmứcnguyhại,1,24,0
đâu bao giờ dám trưng cầu dân ý,đâubaogiờdámtrưngcầudâný,1,24,0
k có viết chữ đẹp đc như vậy đâu,kcóviếtchữđẹpđcnhưvậyđâu,1,24,0
đàn bà j nhìn mặt giống dân ông,đànbàjnhìnmặtgiốngdânông,1,24,0
bị đô hộ khéo còn phát triển đc,bịđôhộkhéocònpháttriểnđc,1,24,0
không tin chị này là con người,khôngtinchịnàylàconngười,1,24,0
"lợn, bò cũng có thể làm lãnh đạo",lợnbòcũngcóthểlàmlãnhđạo,1,24,0
chuyên môn mẹ gì mà đòi kĩ lăng,chuyênmônmẹgìmàđòikĩlăng,1,24,0
nếp nhăn trên não cũng né ổng,nếpnhăntrênnãocũngnéổng,1,23,0
ko gjam gui ngan hang so bj lô,kogjamguinganhangsobjlô,1,23,0
không biết nhìn lại bản thân,khôngbiếtnhìnlạibảnthân,1,23,0
sống lang thang ngoài đường,sốnglangthangngoàiđường,1,23,0
không có đứa nào là người tốt,khôngcóđứanàolàngườitốt,1,23,0
không giống ai và con gì luôn,khônggiốngaivàcongìluôn,1,23,0
"hít thủy ngân, bụi mịn ô nhiễm",hítthủyngânbụimịnônhiễm,1,23,0
lời hứa mấy ông này như trò hề,lờihứamấyôngnàynhưtròhề,1,23,0
chuyên gia dạy chó chuan men,chuyêngiadạychóchuanmen,1,23,0
chống đảng và nhà nc việt nam,chốngđảngvànhàncviệtnam,1,23,0
người nổi tiếng mà ý thức kém,ngườinổitiếngmàýthứckém,1,23,0
""" xã hội đổ nát, nhà nước vô dụng """,xãhộiđổnátnhànướcvôdụng,1,23,0
vào đồn ca về hay bị trúng gió,vàođồncavềhaybịtrúnggió,1,23,0
cách ly mà đòi phục vụ như vua,cáchlymàđòiphụcvụnhưvua,1,23,0
ảnh hưởng kinh tế gì nhà bạn k,ảnhhưởngkinhtếgìnhàbạnk,1,23,0
xin tien xin bia xin ruou tây,xintienxinbiaxinruoutây,1,23,0
sao nó sống tới tận giờ đc nhỉ,saonósốngtớitậngiờđcnhỉ,1,23,0
con bò bị tròng cổ để dể dắc đi,conbòbịtròngcổđểdểdắcđi,1,23,0
ko bị kiện thì cũng ngậm tiền,kobịkiệnthìcũngngậmtiền,1,23,0
chưa thấy quan tài chưa đổ lệ,chưathấyquantàichưađổlệ,1,23,1
có tiền rồi nói gì cũng chuẩn,cótiềnrồinóigìcũngchuẩn,1,23,0
bố cáu thằng ăn bám váy đàn bà,bốcáuthằngănbámváyđànbà,1,23,0
cho cái chày đâm tiêu vô đầu m,chocáichàyđâmtiêuvôđầum,1,23,0
chứ hong phải hong có giày đi,chứhongphảihongcógiàyđi,1,23,0
nho nuoc bot uot het nguoi no,nhonuocbotuothetnguoino,1,23,0
thoòng treo trên cổ chúng nó,thoòngtreotrêncổchúngnó,1,23,0
bán nước hoa 500k như nước lã,bánnướchoa500knhưnướclã,1,23,0
giống loài tỏ ra thượng đẳng,giốngloàitỏrathượngđẳng,1,23,0
đứa con nik còn thấy nhục dùm,đứaconnikcònthấynhụcdùm,1,23,0
tam tu bi ma mieng thi kem gai,tamtubimamiengthikemgai,1,23,0
lột dân chừng ko còn cái quần,lộtdânchừngkocòncáiquần,1,23,0
mấy người có tiền sẽ bị nhiều,mấyngườicótiềnsẽbịnhiều,1,23,0
bò mãi o nhận ra vì nhồi sọ umê,bòmãionhậnravìnhồisọumê,1,23,0
con người chứ có phải con chó,conngườichứcóphảiconchó,1,23,0
dân tộc tàn độc nhất thế giới,dântộctànđộcnhấtthếgiới,1,23,0
cai mieng hay la cai ong cong,caimienghaylacaiongcong,1,23,0
"lũ phản động hại dân,hại nước",lũphảnđộnghạidânhạinước,1,23,0
ý thức a thua cả học sinh lớp 5,ýthứcathuacảhọcsinhlớp5,1,23,0
mo mieng ra cai gi cung thui,momiengracaigicungthui,1,22,0
giải phẫu cho thành con gái,giảiphẫuchothànhcongái,1,22,0
ng nhu linh dien thi ai them,ngnhulinhdienthiaithem,1,22,0
ai sống hai mặt thì đeo 2 cái,aisốnghaimặtthìđeo2cái,1,22,0
nên đeo bcs thay khẩu trang,nênđeobcsthaykhẩutrang,1,22,0
ngu mà ko biết nhìn lại mình,ngumàkobiếtnhìnlạimình,1,22,0
dong ho ba doi nha no bi benh,donghobadoinhanobibenh,1,22,0
đầu óc ông này đang có vấn đề,đầuócôngnàyđangcóvấnđề,1,22,0
tưởng mình hay vs nguy hiểm,tưởngmìnhhayvsnguyhiểm,1,22,0
phản động là nói lên sự thật,phảnđộnglànóilênsựthật,1,22,0
mặt k co tí gì gọi là phúc hậu,mặtkcotígìgọilàphúchậu,1,22,0
núp gầm giường hay sao biết,núpgầmgiườnghaysaobiết,1,22,0
bãi đéo nào cũng có dấu răng,bãiđéonàocũngcódấurăng,1,22,0
kẻ thù không đội trời chung,kẻthùkhôngđộitrờichung,1,22,0
cái miệng giống cái hầm cầu,cáimiệnggiốngcáihầmcầu,1,22,0
chạy xe có ngày đâm cột điện,chạyxecóngàyđâmcộtđiện,1,22,0
giàu lên chỉ nhờ mối quan hệ,giàulênchỉnhờmốiquanhệ,1,22,0
bọn bò đỏ ngu hết thuốc chữa,bọnbòđỏnguhếtthuốcchữa,1,22,0
tưởng thế là hay là hài hước,tưởngthếlàhaylàhàihước,1,22,0
hô hào những chuyện tào lao,hôhàonhữngchuyệntàolao,1,22,0
tụi thân cộng nó như sói đói,tụithâncộngnónhưsóiđói,1,22,0
óc nó được nhồi đậu phụ thối,ócnóđượcnhồiđậuphụthối,1,22,0
day khong phai la con nguoi,daykhongphailaconnguoi,1,22,0
bệnh từ trong cái nhân cách,bệnhtừtrongcáinhâncách,1,22,0
thứ ngu nhà dại ngoài đường,thứngunhàdạingoàiđường,1,22,0
miệng như hai miếng thịt bò,miệngnhưhaimiếngthịtbò,1,22,0
cố mà vô địch thêm 13 lần nữa,cốmàvôđịchthêm13lầnnữa,1,22,0
đầu óc thua cả 1 bác nông dân,đầuócthuacả1bácnôngdân,1,22,0
chúc bác lượng luôn an toàn,chúcbáclượngluônantoàn,1,22,0
nó bỏ ba cái chất gây nghiện,nóbỏbacáichấtgâynghiện,1,22,0
ong can bo ay ko fai la nguoi,ongcanboaykofailanguoi,1,22,0
bảng mặt nó ko bằng lông lồn,bảngmặtnókobằnglônglồn,1,22,0
ý thức còn kém hơn điểm toán,ýthứccònkémhơnđiểmtoán,1,22,0
mấy đứa chê bánh mì xanh cỏ r,mấyđứachêbánhmìxanhcỏr,1,22,0
vì đồng bạc bán rẽ lương tâm,vìđồngbạcbánrẽlươngtâm,1,22,0
đều có dấu răng của thằng ad,đềucódấurăngcủathằngad,1,22,0
ăn nói như bộ phận sinh dục,ănnóinhưbộphậnsinhdục,2,21,0
bán linh hồn và não cho quỷ,bánlinhhồnvànãochoquỷ,1,21,0
đủ khắm với trình của thắm,đủkhắmvớitrìnhcủathắm,1,21,0
lưu manh giả danh trí thức,lưumanhgiảdanhtríthức,1,21,0
đkm lũ phân biệt vùng miền,đkmlũphânbiệtvùngmiền,1,21,0
xoay vòng vòng như con rối,xoayvòngvòngnhưconrối,1,21,0
có miến ziên nào chết liền,cómiếnziênnàochếtliền,1,21,0
cái bọn bang đảng búa liềm,cáibọnbangđảngbúaliềm,1,21,0
mieng cho k the moc nga voi,miengchokthemocngavoi,1,21,0
top 4 chưa có mà lại thế lày,top4chưacómàlạithếlày,1,21,0
bóng dơ bóng bẩn bóng thúi,bóngdơbóngbẩnbóngthúi,1,21,0
suy đồi thối nát đến mọi rợ,suyđồithốinátđếnmọirợ,1,21,0
nhiều tiền để mang dịch về,nhiềutiềnđểmangdịchvề,1,21,0
mồm vén lên như cái bồn cầu,mồmvénlênnhưcáibồncầu,1,21,0
sao ko giữ được cái nết vậy,saokogiữđượccáinếtvậy,1,21,0
làm loạn để mọi người chú ý,làmloạnđểmọingườichúý,1,21,0
ấy thế mà đi thương con chó,ấythếmàđithươngconchó,1,21,0
chối tội đổ lỗi thanh minh,chốitộiđổlỗithanhminh,1,21,0
gió chieu nao .che chiei đo,gióchieunaochechieiđo,1,21,0
chết luôn đi cho đỡ kẹp đất,chếtluônđichođỡkẹpđất,1,21,0
tự do ngôn luận là thứ xa sĩ,tựdongônluậnlàthứxasĩ,1,21,0
chỉ đứng dẩy là thành ca sĩ,chỉđứngdẩylàthànhcasĩ,1,21,0
đút con mẹ nguyên cái buồi,đútconmẹnguyêncáibuồi,1,21,0
đẩy người tiêu dùng vào tù,đẩyngườitiêudùngvàotù,1,21,0
con tinh trùng khuyết tật,continhtrùngkhuyếttật,1,21,0
thọc con mắt chóng cái tai,thọcconmắtchóngcáitai,1,21,0
nói câu đó có ngày bà nghèo,nóicâuđócóngàybànghèo,1,21,0
quen lối sống hùa bầy đàng,quenlốisốnghùabầyđàng,1,21,0
con đường xuống hố cả nước,conđườngxuốnghốcảnước,1,21,0
đánh chết cụ mấy tg nhà báo,đánhchếtcụmấytgnhàbáo,1,21,0
nhai đi nhai lại như con bò,nhaiđinhailạinhưconbò,1,21,0
thứ óc chó ngu hết phần chó,thứócchónguhếtphầnchó,1,21,0
nghèo dốt lại khệnh khạng,nghèodốtlạikhệnhkhạng,1,21,0
nói triết lí thì sống như,nóitriếtlíthìsốngnhư,1,20,0
toàn dân đã ko còn tinh cs,toàndânđãkocòntinhcs,1,20,0
việt tân tài trợ phan anh,việttântàitrợphananh,1,20,0
bọn bú lồn ăn tục nói phét,bọnbúlồnăntụcnóiphét,1,20,0
mặt mày dao kéo nhiều quá,mặtmàydaokéonhiềuquá,1,20,0
ngập ngụa trong chất độc,ngậpngụatrongchấtđộc,1,20,0
ổ kinh tởm thối tha hèn hạ,ổkinhtởmthốithahènhạ,1,20,0
loại này đừng để đẻ trứng,loạinàyđừngđểđẻtrứng,1,20,0
đi học lại lớp mẫu giáo đi,đihọclạilớpmẫugiáođi,1,20,0
ô nhiễm chết lần chết mòn,ônhiễmchếtlầnchếtmòn,1,20,0
trâu bò chứ ko phải người,trâubòchứkophảingười,1,20,0
câm mẹ m mõm lại nói nhiều,câmmẹmmõmlạinóinhiều,1,20,0
đừng nghe những gì cs nói,đừngnghenhữnggìcsnói,1,20,0
ý thức thua cả một con chó,ýthứcthuacảmộtconchó,1,20,0
con chốt thí cho giặc tàu,conchốtthíchogiặctàu,1,20,0
hoa lài cặm bãi shit trâu,hoalàicặmbãishittrâu,1,20,0
cách ly làm gì tốn chi phí,cáchlylàmgìtốnchiphí,1,20,0
giàu thì nói gì cũng được,giàuthìnóigìcũngđược,1,20,0
đéo phải thằng vừa gì đâu,đéophảithằngvừagìđâu,1,20,0
loại người không tha thứ,loạingườikhôngthathứ,1,20,0
bo cua ngọc trinh corona,bocuangọctrinhcorona,1,20,0
người nghèo cho chết đói,ngườinghèochochếtđói,1,20,0
chúng toàn làm ngược lại,chúngtoànlàmngượclại,1,20,0
con âm binh khí đụ tụ hình,conâmbinhkhíđụtụhình,1,20,0
mọe làm không được chứ gì,mọelàmkhôngđượcchứgì,1,20,0
coi dân như những con lừa,coidânnhưnhữngconlừa,1,20,0
mặt nhìn coi không có hậu,mặtnhìncoikhôngcóhậu,1,20,0
ăn chơi nhẩy múa sứ người,ănchơinhẩymúasứngười,1,20,0
dạng háng bắt sele buscu,dạnghángbắtselebuscu,1,20,0
"thằng phụ bếp làm ""tủ lạnh",thằngphụbếplàmtủlạnh,1,20,0
cái quần in hệt cái ý thức,cáiquầninhệtcáiýthức,1,20,0
rửa tiền phong cách cocc,rửatiềnphongcáchcocc,1,20,0
triệt đường sống dân đen,triệtđườngsốngdânđen,1,20,0
bảo dân trí thấp lại tự ái,bảodântríthấplạitựái,1,20,0
giấy chứng nhận tâm thần,giấychứngnhậntâmthần,1,20,0
bản mặt dân chủ giả hiệu,bảnmặtdânchủgiảhiệu,1,19,0
cứ ngồi đấy mà nói đạo lý,cứngồiđấymànóiđạolý,1,19,0
"bán rẻ lương tâm, đạo đức",bánrẻlươngtâmđạođức,1,19,0
hùa theo thể hiện đầu óc,hùatheothểhiệnđầuóc,1,19,0
hít bụi mịn như hít cỏ mỹ,hítbụimịnnhưhítcỏmỹ,1,19,0
con linh cẩu ăn xác thối,conlinhcẩuănxácthối,1,19,0
"linh tinh bừa bãi, bậy bạ",linhtinhbừabãibậybạ,1,19,0
thằng não chó bị nhồi sọ,thằngnãochóbịnhồisọ,1,19,0
sâu mọt hại nuớc hại dân,sâumọthạinuớchạidân,1,19,0
k-icm ko phải là con trai,kicmkophảilàcontrai,1,19,0
đjt con me cay vãi cả lol,đjtconmecayvãicảlol,1,19,0
thằng ăn chơi hoang tàn,thằngănchơihoangtàn,1,19,0
khẩu nghiệp quả báo sớm,khẩunghiệpquảbáosớm,1,19,0
ăn mặc còn thua ng ăn xin,ănmặccònthuangănxin,1,19,0
2tr usd thì chú mày nuốt,2trusdthìchúmàynuốt,1,19,0
sản phẩm của cắt đôi bcs,sảnphẩmcủacắtđôibcs,1,19,0
3 cái bọn rận chủ rẻ tiền,3cáibọnrậnchủrẻtiền,1,19,0
dung dai chu co ngoi dai,dungdaichucongoidai,1,19,0
coi chừng xe pắt chó pắt,coichừngxepắtchópắt,1,19,0
con sâu làm rầu nồi canh,consâulàmrầunồicanh,1,19,0
"ung thu hong,lưoi miệng",ungthuhonglưoimiệng,1,19,0
âm đạo dãn rộng thâm đen,âmđạodãnrộngthâmđen,1,19,0
lấy tiền của dân mua lại,lấytiềncủadânmualại,1,19,0
não bị vi rút ăn hết cmnr,nãobịvirútănhếtcmnr,1,19,0
chưa què bằng nhân cách,chưaquèbằngnhâncách,1,19,0
đầu to mà óc cứ như củ cứt,đầutomàóccứnhưcủcứt,1,19,0
mối nguy hiểm của xã hội,mốinguyhiểmcủaxãhội,1,19,0
đâu đứng về phía công lí,đâuđứngvềphíacônglí,1,19,0
giống loài thượng đẳng,giốngloàithượngđẳng,1,19,0
bon luu manh dung duong,bonluumanhdungduong,1,19,0
nhận tiền ngập bản họng,nhậntiềnngậpbảnhọng,1,19,0
phá cho tan cái đất nước,pháchotancáiđấtnước,1,19,0
k bh có nổi 1 fim đóng hay,kbhcónổi1fimđónghay,1,19,0
sài tiền âm phủ mang đời,sàitiềnâmphủmangđời,1,19,0
sài tiền am phu mảng đời,sàitiềnamphumảngđời,1,19,0
khẩu nghiệp tạo nghiệp,khẩunghiệptạonghiệp,1,19,0
yêu chi những cái xa xôi,yêuchinhữngcáixaxôi,1,19,0
mẹ tổ cha bọn tham nhũng,mẹtổchabọnthamnhũng,1,19,0
có dương vật ở dưới háng,códươngvậtởdướiháng,1,19,0
chó làm người phải chịu,chólàmngườiphảichịu,1,19,0
thằng thiến heo làm tbt,thằngthiếnheolàmtbt,1,19,0
soi soi mã cha chúng mày,soisoimãchachúngmày,1,19,0
nghìn tỷ được bỏ túi đều,nghìntỷđượcbỏtúiđều,1,19,0
trắng biến thành xanh,trắngbiếnthànhxanh,2,18,0
tinh trùng khuyết tật,tinhtrùngkhuyếttật,2,18,0
nhân cách sống như lon,nhâncáchsốngnhưlon,1,18,0
nói không sợ bị hậu quả,nóikhôngsợbịhậuquả,1,18,0
hai trái dâu lủng lẳng,haitráidâulủnglẳng,1,18,0
ko làm việc đàng hoàng,kolàmviệcđànghoàng,1,18,0
nó chìa tay ra cứu mình,nóchìatayracứumình,1,18,0
ở truồng cũng nói sang,ởtruồngcũngnóisang,1,18,0
ditmevualonetaolam,ditmevualonetaolam,1,18,0
cái não của bạn sẽ bé đi,cáinãocủabạnsẽbéđi,1,18,0
cs như bầy sư tử săn mồi,csnhưbầysưtửsănmồi,1,18,0
cu li sai vat cho tui no,culisaivatchotuino,1,18,0
việt nam là chổ tạm trú,việtnamlàchổtạmtrú,1,18,0
lũ chó hại dân hại nước,lũchóhạidânhạinước,1,18,0
bịnh thần kinh ác hiểm,bịnhthầnkinháchiểm,1,18,0
cho vào tù cách ly mẹ đi,chovàotùcáchlymẹđi,1,18,0
thông minh tý đi bà con,thôngminhtýđibàcon,1,18,0
day dân len khai hoang,daydânlenkhaihoang,1,18,0
miệng lỗ mồm long công,miệnglỗmồmlongcông,1,18,0
tưởng nhớ để sống lại à,tưởngnhớđểsốnglạià,1,18,0
sớm đoàn tụ với tổ tiên,sớmđoàntụvớitổtiên,1,18,0
in tiền như in giấy lộn,intiềnnhưingiấylộn,1,18,0
trốn phía sau mặt tiền,trốnphíasaumặttiền,1,18,0
ông là loài đv máu lạnh,ônglàloàiđvmáulạnh,1,18,0
chị em cá gô bỏ trong gổ,chịemcágôbỏtronggổ,1,18,0
thằng vô danh tiểu tốt,thằngvôdanhtiểutốt,1,18,0
hèn với giặc ác với dân,hènvớigiặcácvớidân,1,18,0
dan ba cha giong dan ba,danbachagiongdanba,1,18,0
ý thức thì như đống rác,ýthứcthìnhưđốngrác,1,18,0
để não thành hoá thạch,đểnãothànhhoáthạch,1,18,0
mày ko biết xem tin tức,màykobiếtxemtintức,1,18,0
cái miệng mày chửi dẻo,cáimiệngmàychửidẻo,1,18,0
ngậm .c..ức vẫn thấy thơm,ngậmcứcvẫnthấythơm,1,18,0
sinh cái tay m ra trước,sinhcáitaymratrước,1,18,0
ngu còn tỏ ra nguy hiểm,ngucòntỏranguyhiểm,1,18,0
ý thức của m cũng như cc,ýthứccủamcũngnhưcc,1,18,0
não mấy ông chỉ có tiền,nãomấyôngchỉcótiền,1,18,0
bố thằng nào làm bậy dm,bốthằngnàolàmbậydm,1,18,0
phiên tòa như show hài,phiêntòanhưshowhài,1,18,0
đéo biết gì thi ngồi im,đéobiếtgìthingồiim,1,18,0
dem. ba. nay. di benh. vien,dembanaydibenhvien,1,18,0
gậy mày đập vào mặt mày,gậymàyđậpvàomặtmày,1,18,0
tư duy cao y như bò cube,tưduycaoynhưbòcube,1,18,0
chứ dân đen có đc gì đâu,chứdânđencóđcgìđâu,1,18,0
đù má thùng rỗng kêu to,đùmáthùngrỗngkêuto,1,18,0
bắn đạn hơi cay vào dân,bắnđạnhơicayvàodân,1,18,0
đéo làm được con cặc gì,đéolàmđượcconcặcgì,1,18,0
bây con hoang của khựa,bâyconhoangcủakhựa,1,18,0
bi nhiêm virus corona,binhiêmviruscorona,1,18,0
ý thức như cuối đầu bài,ýthứcnhưcuốiđầubài,1,18,0
cón mẹ may ko day đk may,cónmẹmaykodayđkmay,1,18,0
dạng đầu trâu mặt ngựa,dạngđầutrâumặtngựa,1,18,0
ý thức nhỏ như trái nho,ýthứcnhỏnhưtráinho,1,18,0
bóng khùng bóng điên,bóngkhùngbóngđiên,1,17,0
dùng não để trồng cây,dùngnãođểtrồngcây,1,17,0
nhảy lên như chó điên,nhảylênnhưchóđiên,1,17,0
thượng đẳng lỗi thời,thượngđẳnglỗithời,1,17,0
cây nọc mọc giữa háng,câynọcmọcgiữaháng,1,17,0
bệnh nặng giữ lắm rồi,bệnhnặnggiữlắmrồi,1,17,0
coi thương mang ̣sống,coithươngmangsống,1,17,0
sao hiểu tiếng người,saohiểutiếngngười,1,17,0
tổ sư bố con thần kinh,tổsưbốconthầnkinh,1,17,0
sống cũng éo để làm gì,sốngcũngéođểlàmgì,1,17,0
con thùng thần khùng,conthùngthầnkhùng,1,17,0
miệng thì bù lu bù loa,miệngthìbùlubùloa,1,17,0
làm ăn thua cả con chó,làmănthuacảconchó,1,17,0
thằng đàn ông rẻ tiền,thằngđànôngrẻtiền,1,17,0
trắng cũng thành đen,trắngcũngthànhđen,1,17,0
nhà sản thích tấu hài,nhàsảnthíchtấuhài,1,17,0
xàm le xàm lông xàm lá,xàmlexàmlôngxàmlá,1,17,0
thằng thằng bóng lộn,thằngthằngbónglộn,1,17,0
khong con thuoc chua,khongconthuocchua,1,17,0
chạy chức chạy quyền,chạychứcchạyquyền,1,17,0
trái cây tẩm hóa chất,tráicâytẩmhóachất,1,17,0
mong nhà mày chết bớt,mongnhàmàychếtbớt,1,17,0
có tên nào tốt đẹp đâu,cótênnàotốtđẹpđâu,1,17,0
loài kg an học mat dai,loàikganhọcmatdai,1,17,0
mấy thành phần bợ đít,mấythànhphầnbợđít,1,17,0
ngu thiệt hay gia ngu,nguthiệthaygiangu,1,17,0
ca sĩ nhưng k biết hát,casĩnhưngkbiếthát,1,17,0
sân sau của quan chức,sânsaucủaquanchức,1,17,0
thằng ăn thuế của dân,thằngănthuếcủadân,1,17,0
ko giống con giáp nào,kogiốngcongiápnào,1,17,0
trắng biến thành đen,trắngbiếnthànhđen,1,17,0
con khỉ nói tiếng hoa,conkhỉnóitiếnghoa,1,17,0
chả có máu hóa văn loz,chảcómáuhóavănloz,1,17,0
bố mày đập chết cụ mày,bốmàyđậpchếtcụmày,1,17,0
"\""lên\"" nóc nhà bắt con gà",lênnócnhàbắtcongà,1,17,0
bóng dơ bóng dũa nail,bóngdơbóngdũanail,1,17,0
con cháu tay rửa chén,concháutayrửachén,1,17,0
cây đinh mọc giữa dái,câyđinhmọcgiữadái,1,17,0
dẹp ngay bọn khủng bố,dẹpngaybọnkhủngbố,1,17,0
ngưu tầm mưu mã tầm mã,ngưutầmmưumãtầmmã,1,17,0
ra công viên nằm ngửa,racôngviênnằmngửa,1,17,0
có vấn đề về quang học,cóvấnđềvềquanghọc,1,17,0
bản chất của nó là vậy,bảnchấtcủanólàvậy,1,17,0
ý thức như cái đầu cac,ýthứcnhưcáiđầucac,1,17,0
thứ tay nhanh hơn não,thứtaynhanhhơnnão,1,17,0
trốn chui lủi như chó,trốnchuilủinhưchó,1,17,0
chiếm giùm sẽ trả lại,chiếmgiùmsẽtrảlại,1,17,0
nk đang bị đô hộ bởi bk,nkđangbịđôhộbởibk,1,17,0
"cười vô nghĩa, vô thức",cườivônghĩavôthức,1,17,0
ngu còn hay phát biểu,ngucònhayphátbiểu,1,17,0
bọn mắt híp lò xo thụt,bọnmắthíplòxothụt,1,17,0
do vo học ko co dao dục,dovohọckocodaodục,1,17,0
sinh ra nham dat nuoc,sinhranhamdatnuoc,1,17,0
chị có hai cái hòn dái,chịcóhaicáihòndái,1,17,0
