text_clean,label_id,label_name,svm_pred,bilstm_pred,phobert_pred,deberta_pred,svm_label,bilstm_label,phobert_label,deberta_label,svm_ok,bilstm_ok,phobert_ok,deberta_ok,error_pair
khôn thế thầy lòn :)),0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Công nghệ xây cầu mới của đảng và nhà nước ta đấy! Thế giới chưa nước nào có đâu,1,OFFENSIVE,0,2,0,2,CLEAN,HATE,CLEAN,HATE,0,0,0,0,OFFENSIVE -> HATE
Huyền Vy dẹp mẹ đi,2,HATE,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Ông nói clg nghe cũng thấy hay :)) đợi concard :)),1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
vào phòng kín cho đấm lại là huề :v chứ rùm ben kiểu này xấu mặt nội bộ hết :v,0,CLEAN,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,0,1,0,0,CLEAN -> HATE
Con số 34 cũng làm lan rộng ra,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Thúi nát.,1,OFFENSIVE,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,0,1,1,0,OFFENSIVE -> CLEAN
đến lúc nó chet lại sợ dai ra quần :((,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Hết bốc phét nhé,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
được vl anh độ ạ😂,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
A. Di. Da. Phat..,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
"Hết ""cực kì thuyết phục"",giờ tới mấy con bò ""sống chậm"" :)",0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
Xem bực mình thêm,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Viết Phúc ò ông lại tưởng m xl quá nên nó khg cho 😌😌😌.... Hụ hụ,2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
"Vẫn cần có án tử hình để mang tính răn đe, đặc biệt với án hình sự. Xã hội Vn chưa văn minh đến mức xoá án tử. Nếu chỉ mức tối đa chung thân, sau vài lần giảm án thì hơn chục năm sau đã ung dung tự do ngồi hưởng số tài sản khổng lồ còn giữ lại được.",0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Lại sống như rau dền :)))),1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
NGON,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
có nghe tộc trưởng nói không.. đợi cái loz,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Đi kiếm con linh nó đỏ sẫm do đánh chết mẹ nó đi rất um ho,2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
Phan Linh đb ct có lm j đâu ? Mà ss chán,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Nguyễn Yến Nhi đang tính cmt luôn. :)))) Coi xong kiểu WTF?? T đã coi clg thế :)))),2,HATE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,0,0,HATE -> CLEAN
Tân sơn nhất Tấn Hải. Quan ngại sâu sắc,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"Dkm phat ,noi nhu c",2,HATE,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Giống abe vailon,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Anh ba láo nháo là Tú xiên giờ,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Thế cong trải thảm tiếp cẩu tập,0,CLEAN,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,0,1,0,0,CLEAN -> HATE
tao lại dưới loz tao lại lên .kkk,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
phe khoang qua ma oi,0,CLEAN,2,0,2,1,HATE,CLEAN,HATE,OFFENSIVE,0,1,0,0,CLEAN -> OFFENSIVE
"nhìn cái mỏ giống cái L quá, cho nên mở miệng ra là L kg hà.",2,HATE,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
"Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu",2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
Nham lôn quá,1,OFFENSIVE,2,1,1,0,HATE,OFFENSIVE,OFFENSIVE,CLEAN,0,1,1,0,OFFENSIVE -> CLEAN
Anh ơi :( đau vcl,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"DLV sẽ nói gì à?? : ""Phản đôôộoong! - chỉ thế thôi nhé :v",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> CLEAN
"Ở đéo đâu chả có ung thư :/ đời sống đi lên tỷ lệ bệnh tật nhiều. Vn còn hơn chán bọn tây lông là hầu như đứa nào cũng dị ứng nhé. Lại cái bài ca vn trong top tỉ lệ ung thư cao, còn cao nhiêu thì số liệu đéo rõ ràng. Top các nước ung thư cao thế giới toàn eu với mỹ hết :/",2,HATE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,1,1,0,0,HATE -> CLEAN
"Cát linh hà đông hỏng phải thời tui đấu thầu, thiết kế nhé, đống sắt phế thải, hàng quá đát đó của thời trước nha, tui đang mê vụ 16 tỷ đô long thành airport thôi.",0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Yêu ai thì kệ mẹ nó. Đăng làm cc gì,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
Ý thức còn ít hơn kiến thức hoá của tao,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Du ma may ve viet nam tao la nguoi dau tien bat may,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Chỗ này chắc buổi sáng và buổi chiều là cũng tắc đg như hn ấy nhỉ sao k lam cái cầu tạm cho dân đi nhỉ... quan tiền thì nhiều dân nghèo vẫn hoàn nghèo,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Mồm vén lên như cái bồn cầu,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
"đ m, thầy giáo cũng sống ảo",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> CLEAN
Diễm Quỳnh gét burn real vãi l,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",2,HATE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Chỉnh lại ông bô. Xe với trả cộ ẩu vl,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Con này nhin thấy ghê vậy mà ăn cái gi,0,CLEAN,1,1,0,2,OFFENSIVE,OFFENSIVE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
"Nghe câu ""tất zien"" mà mệt óc",0,CLEAN,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
Ức chế vl... Bán bó rau lời ko bao nhiêu..,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
nước Mỹ đã bỏ rơi chúng ta để chạy qua mai táng anh hai liên xô và đàn em của ảnh.,0,CLEAN,0,0,2,2,CLEAN,CLEAN,HATE,HATE,1,1,0,0,CLEAN -> HATE
"Lê Trọng Nghĩa Phục làm gì bạn? Phục xong về hít bụi mịn, ăn đồ trộn hoá chất, hộ chiếu chỉ đi được Châu Phi với Đông Nam Á như bạn hả?",1,OFFENSIVE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Sân bay chưa xây mà cao tốc kẹt như cơm bữa! Đường khẩn cấp mà chạy chiếm hết ý thức!,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
Chặt cái đầu heo nó xuống,2,HATE,1,2,2,0,OFFENSIVE,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
Nguyễn Thuận =)) tư tưởng rừng rú gì v,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0,HATE -> CLEAN
MinhHieu đại chó nó dao làm người đừng làm chỗ chỗ,0,CLEAN,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Đừng đùa ko khéo đem vào giảm dạy như mac lenin thì khối thằng ốm đòn sách này 500k là ít,0,CLEAN,1,2,1,1,OFFENSIVE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"Chửi vô tội vạ mà đéo biết báo từ đời nào rồi,và chỉ phạt các doanh nghiệp mua điện nhưng lại k sử dụng để tránh lãng phí thôi chứ dân dùng bằng nào thu bằng đấy,toàn những con bò",1,OFFENSIVE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,1,0,0,0,OFFENSIVE -> HATE
"Cocabay giờ nhìn u ám. Cách đây hai năm có người ráo riết thuyết phục mình mua, may lúc đó từ chối. Vãi cả đái !",0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Cây bút hình con cu à :>>,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Da bao dung nghe cs noi !!!,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
"Dạo này bệnh lợn tả châu phi tạm yên !! Bây giờ lại bắt đầu bệnh bò điên hoang tưởng , rối loạn phân liệt ông giáo ạh ! Thế có nguy ko chứ",1,OFFENSIVE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
"Bệnh viện Anh như cc. Đã có triệu chứng rõ ràng, khai cả tiền sử tiếp xúc vẫn ko cho xét nghiệm mà yêu cầu cách ly tại nhà 😔 Ông bố điều mb bế về Vn chữa là hợp lý",2,HATE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,1,0,0,HATE -> CLEAN
chỉ yếu tgooi,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Bớt ảo tưỡng đi,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
"Có cc,t là bẩm sinh r :v",0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
"Phải,VN vô số tham nhũng,lại vụ nữa đây,sắp đại hội gì đó",1,OFFENSIVE,0,2,2,2,CLEAN,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Emma Nguyen vậy mà ca ngợi bên kia lắm... Về làm lol gì,1,OFFENSIVE,2,1,1,2,HATE,OFFENSIVE,OFFENSIVE,HATE,0,1,1,0,OFFENSIVE -> HATE
BÓNG ĐÁ- chính là “RẠP XIẾC”.,1,OFFENSIVE,0,2,0,2,CLEAN,HATE,CLEAN,HATE,0,0,0,0,OFFENSIVE -> HATE
"Tội refund vãi lúc 2018 hot vcl ra cái qau trận hôm nay devine kéo top 3 cái fan vietnam sang ủng hộ devine rồi chửi refund, SGD và anh độ chơi gà",0,CLEAN,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
"Không dám mở shop vì sợ quản lý thị trường, bộ công thương sờ gáy",0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Đưa lên kiểu này có khi ngày mai nó cho người ra đập bỏ luôn là hiểu nhé 😭,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Má nó em tức ghê ớ,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Đươc ! Đẻ bằng hậu môn à ?,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
qua VN phát ngôn câu đó thì đkm xác định khỏi về :),1,OFFENSIVE,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Bịt lol chạy quanh nhà là có thật 🤣🤣,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Đi coppy ảnh của page khác không ghi nguồn. :))) kém chuyên nghiệp,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Lại sủa,1,OFFENSIVE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Bạn nói như phát tự vả vào mồm bạn vậy! Tự chơi 1 mình đi chứ thế này đ ai dám chơi cùng,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
Mất thằng K cái nhạc dở quoãi,0,CLEAN,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Quang Quang Tường cãi lộn cát không,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
nguoi ta co tien lam rang gia.cgu.bon minh tien dau.lam.bactram trieu do bo,0,CLEAN,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Thời trang với thời chủng nhìn mất hết cảm tình 😬😬,1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Bọn dầy tớ chấp chi.,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Kim Phượng thế con ngu ở hà nội p nó cũng nhảy bông nhông khắp nơi đó p,1,OFFENSIVE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Ghê vãi,1,OFFENSIVE,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
Cc thầy eie,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
cho a bu voi,1,OFFENSIVE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Ảnh hưởng đến công việc thì kệ cụ nhà m,2,HATE,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Vậy đủ chậm chưaaa đumaaaaaaaa,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Hiện đối tượng vẫn đang nhởn nhơ ngoài vòng pháp luật,0,CLEAN,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
đảng cộng sản cho quan tham nhũng :3,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Đm. Rẻ rách dlv,2,HATE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,1,1,0,0,HATE -> OFFENSIVE
Khổ thân cho các bác sĩ cùng người dân luôn tích cực phòng ngừa tìm cách để ngăn dịch kèm theo sự tuyên truyền của nhà nc mà bây giờ loi ra thêm mấy thành phần y thức kém làm công sức bao lâu do song do biển hết hy sinh vô ích buồn thiệt chứ,0,CLEAN,2,0,2,2,HATE,CLEAN,HATE,HATE,0,1,0,0,CLEAN -> HATE
"Cánh hoa ở hàn quốc thôi, về việt nam nó là cái l** đấy 🤣🤣🤣🤣",0,CLEAN,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,1,0,0,0,CLEAN -> HATE
"thằng dưới thì thấy thế này, chứ đm thằng ad mà làm quan to xem, thử mở mồm ra nói nghĩ cho dân xem nào :)) thanh niên GATO",1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"cách đây cũng 1 2 năm nghe tin đứa trẻ sinh ra đã cõng 22 triệu giờ 29 triệu , mấy ông đi vay tiền để tăng GDP à =))",2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
T cố gắng nghe hết nhưng đâu tai thật sự,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
má dầu thơm giả sức cho ghẻ người,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
từ bỏ thiên đường xhcnvn sang xứ tư bản giãy chết làm culi!😭😹🤣,0,CLEAN,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> HATE
thực sự ra chẳng có phản động đâu chỉ co người DÂN nói sự thật thì bị chính quyền chụp mũ gọi là phản động,0,CLEAN,2,0,2,2,HATE,CLEAN,HATE,HATE,0,1,0,0,CLEAN -> HATE
Máy quá mất giấy máy bạn hàng cho người ta máy quá bó lao máy vô chơi máy máy có chơi cho chơi máy,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
Nguễn Trường vcl intro,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Du ma may nha . May ve day tao dap ma may ko ra,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Tam sanh cái cỏi ta bà,0,CLEAN,2,1,1,2,HATE,OFFENSIVE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> HATE
nó chơi luật rừng thì mình chơi luật rừng! mạng đổi mạng! đéo phải nói nhiều! Bức xúc làm cc gì,2,HATE,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Ba hard cc :)),2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0,HATE -> OFFENSIVE
Chu cờ mo là cho mò cu á. Chết đứng vs minh tuân. Kkk,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"Tưởng ngon à, tao khinh !!",0,CLEAN,0,1,2,1,CLEAN,OFFENSIVE,HATE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
t deo hieu no cuoi cl gi nua,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Việt Nam thì nó lại là lồn các cậu ạ 🤦🤦,1,OFFENSIVE,2,0,2,2,HATE,CLEAN,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Tham nhũng hèn gì chúng nó giàu thế,2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0,HATE -> OFFENSIVE
Đồ Uyển Đình Ngọc dcm=)) chai sting vô đầu nha,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
Bất hạnh nhất cuộc đời là ra trường rồi mà bạn vẫn ngu dốt .😔 đáng buồn cho nghành giáo dục,1,OFFENSIVE,1,0,0,2,OFFENSIVE,CLEAN,CLEAN,HATE,1,0,0,0,OFFENSIVE -> HATE
Add là cái lồn gì,2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
Gan vđ,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
thốn =)),0,CLEAN,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,1,0,CLEAN -> OFFENSIVE
Phần cuối bonus thêm cả nghệ thuật bôi c*t mũi :)),0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Tối ngày Đi ra ngoài đường khùng khùng,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Phát biểu nguu vãi,2,HATE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
"Làm được chức lớn mà cậy, chẳng hiểu cán bộ lãnh đạo làm như vậy có đẹp để noi gương không, đọc xong nghe mak hết muốn ăn",0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Đtr v~,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
"hi sinh thầm lặng cho mấy thằng sếp của nó đứng đằng xa, nó cũng có phần chia chát trong đó rồi còn gì bạn ! Tôi muốn cứ 3km lại có 1 trạm bắn tốc độ công khai, hoặc gắn camera. Như thế dân sẽ sợ và tự giác chấp hành hơn. Còn cái thể loại núp lùm ăn tiền thế này ai khen nổi mà đăng bài chia sẻ với cả động viên !",1,OFFENSIVE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Hàng họ giề,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0,HATE -> CLEAN
đcm cười 33 giây,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
tộc chưởng cu to như lõi giấy wc,0,CLEAN,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,1,1,0,0,CLEAN -> HATE
Sặc máu với bả😭😭😭😭,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Toàn cocc làm thôi,0,CLEAN,2,0,1,1,HATE,CLEAN,OFFENSIVE,OFFENSIVE,0,1,0,0,CLEAN -> OFFENSIVE
Hoàng Vũ có tiền thì thằng đéo nào cũng đẹp🙂,1,OFFENSIVE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Nguyễn Đông trẻ trâu biết j,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
". Tìm hiểu dùm mình nhen bạn, ko phải cứ tây ăn cứt thì ta cũng ăn cứt nhen !",2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Mãnh thú thích mùi gậy,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Lộn cái là,0,CLEAN,1,0,1,1,OFFENSIVE,CLEAN,OFFENSIVE,OFFENSIVE,0,1,0,0,CLEAN -> OFFENSIVE
Bộ hết người hay sao vậy trời...,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Trần Bắc Hà cũng chết trong tù đó!,1,OFFENSIVE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"Càng đọc càng tức con quỷ đó. Bây giơ vì nó bao nhiu ng chuẩn bị thất nghiệp, người gia thì lo sợ hoang mang, bao nhiu chủ Doanh nghiệp đợt này tiu luôn. Thứ gì đâu ak",2,HATE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,1,1,0,0,HATE -> CLEAN
Tội nghiệp nhà tiên tri lúc này hơi ôm gì toàn là ăn mi gói chịu không nổi gio muốn quay lại việt nam rồi tội nghiệp quá,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Nguyễn Thuận ca sĩ ra bài fan ý kiến chứ clg căng,2,HATE,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,1,0,0,0,HATE -> CLEAN
