text_clean,label_id,label_name,svm_pred,bilstm_pred,phobert_pred,deberta_pred,svm_label,bilstm_label,phobert_label,deberta_label,svm_ok,bilstm_ok,phobert_ok,deberta_ok
"Ad toàn thích các ca sĩ hổi xưa nhỉ , e cx vậy",0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Chó rồ nhập,1,OFFENSIVE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,1,1,1
"phản động là những đứa dám nói ""xấu"", nói xéo, và nói lên sự thật, đi ngược với đường lối của đoảng và bọn dư lợn viên lương 3 tháng 1 củ ( á nhầm 3 củ 1 tháng)",2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
qua VN phát ngôn câu đó thì đkm xác định khỏi về :),1,OFFENSIVE,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,0,0,1,0
chị ba à chị ở bên mỹ chị chửi thì ngt không hiểu chứ ở việt nam là chị chết mẹ chị rồi,2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
Mặt như buê đuê ấy nhể,1,OFFENSIVE,0,2,1,1,CLEAN,HATE,OFFENSIVE,OFFENSIVE,0,0,1,1
Lại sủa,1,OFFENSIVE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,1,0
Bạn nói như phát tự vả vào mồm bạn vậy! Tự chơi 1 mình đi chứ thế này đ ai dám chơi cùng,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
Kim Phượng thế con ngu ở hà nội p nó cũng nhảy bông nhông khắp nơi đó p,1,OFFENSIVE,0,2,1,2,CLEAN,HATE,OFFENSIVE,HATE,0,0,1,0
Lê Thuần Triệu official v là chưa coi clip TD nói vàng ma so với kim cương này nọ rồi. Fan làm gì là 1 chuyện mắc mớ gì lôi MH dô.,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Cmm dụng tới cô Minh Hiếu tao kéo ae tao đập chết mẹ mài đó,2,HATE,1,1,2,2,OFFENSIVE,OFFENSIVE,HATE,HATE,0,0,1,1
Bọn nó là Doanh Nghiệp nhà nước đó ....,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
@Phú Đại GMTV cái này tao nói trc khi cô ra clip nhá thằng kia,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
ghê gớm,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"Ăn thua gì, ăn mừng đón con khỉ nói tiếng Hoa cũng chết vài triệu mạng rồi.",1,OFFENSIVE,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,0,0,1,1
"Lên núi làm hảo hán, cướp của quan tham chia cho dân nghèo. Về đầu thú là tội chết.",1,OFFENSIVE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,1,1
Cẩm Duyên vì cáp quang ni mà mạng yếu đây,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"Nói thật ngu thì chịu thôi :)) mua nước hoa thì tự phải tìm hiểu kỹ. Dior, chanel, versace, burberry,... toàn thương hiệu danh tiếng mà nghĩ sao 200,300k còn tặng kèm chai nước “bông” + freeship!!!!???? Mấy hãng ý nc hoa từ hàng rẻ nhất cũng toàn 1tr đổ lên chứ làm gì có chuyện cho ko tặng kèm như vậy ạ :)) tỉnh táo đi",0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Nguyễn Trọng Thái khi mày thích và chấp nhận đợi một ng chắc chắn mày lzj cũng nghĩ đến ngta.kể cả việc ib nc với ai hay rep cmt bạn khác giới cũng sợ ngta giận hiểu nhầm.con ngược lại ng bắt m đợi thì lại vô tư nói chuyện tc với ng khác liệu sự đợi chờ đó cùng với tổn thương kéo dài đc bao lâu.nếu ngta thích m thì ko bjo để m phải đợi.vì sự chờ đợi ko dành cho tình yêu.nó dành cho sự lựa chọn rồi,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Giựt tiền của chị minh hiếu mà nổ,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
"Không liên qua nhưng 2 ông trẻ làm giám đốc sở bố làm bí thư, ông bí thư trẻ nhất nc bố làm ủy viên bộ chính trị, trưởng ban kiểm tra tw. Và con mr x cũng làm bí thư tỉnh kiên giang rồi. Đắng cho cái gọi là công bằng, dân chủ",0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
sợ nhất là quân đội làm kinh tế - công an làm chính trị,0,CLEAN,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,0,1,1,1
1 tỷ là tấm vải chùi lon nhưng chị 3 đâu có lon đâu mà chùi tới 1ty,2,HATE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,1,1,1
Trung phù thuỷ :v,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Ae chuẩn bị đón nhận nút bạc nhanh nhất của sờ chim mơ ba rọi béo đi,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Máy quá mất giấy máy bạn hàng cho người ta máy quá bó lao máy vô chơi máy máy có chơi cho chơi máy,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0
Trần Nhật 🙂 ủa tao nhai lai của ai. M lạ lồn thế . Đmm lướt lại cmt xem tòan mấy thánh kêu sống chậm thôi sống nhanh quá ak hay m cx nằm trong số cmt đấy r m quay ra ns tao,2,HATE,0,2,2,2,CLEAN,HATE,HATE,HATE,0,1,1,1
Ba hard cc :)),2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0
Đúng vl luôn anh :)),0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"KHÔNG PHẢI LỔI CỦA CSVN TÀN ÁC MÀ CHÍNH NGƯỜI VN TỰ NHẬN MÌNH VÀ THÍCH THÚ MÌNH LÀ CON THÚ ,LẠI KHOÁI MÌNH LÀ DÂN NÔ LỆ .AI THÍCH MÌNH LÀ CON ÔNG TRỜI ,GIƠ TAY LÊN .THẤY KHÔNG ,IM RE",2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
Tham nhũng hèn gì chúng nó giàu thế,2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0
định chê mày xấu. Nhưng thôi chắc mày tự biết rồi,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Em thì k hiểu đầu nào nhưng chuyện gì mà chị chửi giữ zay chị,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
thốn =)),0,CLEAN,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,1,0
"vãi cả ko giao dịch\ bằng ngoại tệ, nó đút lót căn hộ hay khu biệt thự, bố ai quản đc",1,OFFENSIVE,1,0,1,1,OFFENSIVE,CLEAN,OFFENSIVE,OFFENSIVE,1,0,1,1
"hi sinh thầm lặng cho mấy thằng sếp của nó đứng đằng xa, nó cũng có phần chia chát trong đó rồi còn gì bạn ! Tôi muốn cứ 3km lại có 1 trạm bắn tốc độ công khai, hoặc gắn camera. Như thế dân sẽ sợ và tự giác chấp hành hơn. Còn cái thể loại núp lùm ăn tiền thế này ai khen nổi mà đăng bài chia sẻ với cả động viên !",1,OFFENSIVE,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,1,0
nói làm lồn gì để rồi bị chửi =)),1,OFFENSIVE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,1,1,1
Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0
Xuyến Nguyễn no no,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Liễu Fiêu Fiêu lấy đâu ra thông tin ý thức hơn z,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Lá cải,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
M ngu qquua m chết mẹ m đi i ad,2,HATE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,1,1,1
Thấy gái là con mắt sáng lên :)),0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
VN Net sắp sập mất hoy. Dám viết bài phản động ak,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Kha khá Nhung,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
youtube dung túng những lip tục tiểu sao vẩn được đăng không hiểu luôn khóa tài khoản lại là nó bớt xàm liền chứ gì chửi bậy bạ cho trẻ nhỏ nó bắt trước,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
"Sao lại không ? Không gian khép kín, lúc nào cũng mở điều hoà, vị trí ngồi thay đổi liên tục, với lại mấy người bị lây nhiễm hầu như trên 50 nên đề kháng đã suy giảm nếu đổi lại trẻ tuổi hơn chắc đã không nhiều như vậy( bằng chứng là cả phi hành đoàn đ",0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Sắp hưu rồi thì nói thôi ông nào mà chả vậy,0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
"4,5 tr đảng viên đã lỡ leo lưng cọp",0,CLEAN,2,0,0,2,HATE,CLEAN,CLEAN,HATE,0,1,1,0
Nhung,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
quả dày cá sấu made in cao bằng :v,0,CLEAN,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,0,1,1,1
chính thức vô gia cư 🥺🥺,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Làm con người kh thích thích làm con cặt,1,OFFENSIVE,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,0,0,1,0
"Trung + thì cũng như đứa em thiện lành Việt +. Gian manh, xảo trá, tàn bạo và độc ác với dân. Thùng rỗng kêu to. 😂",2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
Ba Gà MTP,0,CLEAN,0,2,0,1,CLEAN,HATE,CLEAN,OFFENSIVE,1,0,1,0
Haha lạy mấy mẹ,0,CLEAN,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,1,0,1,0
Cái mỏ lồn,1,OFFENSIVE,1,2,1,1,OFFENSIVE,HATE,OFFENSIVE,OFFENSIVE,1,0,1,1
Vũ Thanh Huyền khi bạn cmt nhưng lại quên lắp não :v,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
tin là bọn nó rút liền,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
trúng GA r bán đi lấy tiền build case chăng,0,CLEAN,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,0,1,1,1
@Phương vo nói cl gì z mẹ. Nói mà để ng ta từ chối hiểu hay gì á,2,HATE,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,0,1,1,0
Dc,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"Dân đen dân bẩn ai mà không biết, chỉ có người trong sạch đứng trong hàng ngũ của Đ là không biết thôi.",2,HATE,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,0,0,1,0
Anh nói to mà lại còn đúng vl :-D,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
ad muốn rửa bát bẩn,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
ở nhà tránh con di chùng :v,0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
Nản cái chế độ...,2,HATE,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,0,1,1,0
Nguyễn Trọng Thái ong giám bảo anh tôi sai à ? Sai cc đéo sai 😆,2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0
Trung cũng có xe nè Mn. Anh Tiệp tuổi gì.,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
tôi càng thấy trung cộng càng tự khiến mình nhục nhã hơn nên meh,2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
"Cái nầy thì không phải chửi cộng đồng mạng, mà ai chọc nó ,nó chửi .",0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Đánh chết mẹ nó đi chị để nó mất dạy quá,1,OFFENSIVE,1,2,1,2,OFFENSIVE,HATE,OFFENSIVE,HATE,1,0,1,0
Trông bần bần da đen thế thôi chớ thật ra bần thật anh ạ..,0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
Có biết vì sao CNXH xếp sau cùng trong các hình thái Kinh tế của thế giới không? VÌ NƯỚC NÀO ÁP DỤNG NÓ SẼ BỊ DIỆT VONG CMNR CÒN TỒN TẠI ĐÂU MÀ ÁP DỤNG HÌNH THÁI KINH TẾ KHÁC.,2,HATE,0,1,2,0,CLEAN,OFFENSIVE,HATE,CLEAN,0,0,1,0
Cái lông mày hơi khác,0,CLEAN,2,1,0,0,HATE,OFFENSIVE,CLEAN,CLEAN,0,0,1,1
Thề coi giải trí vl,0,CLEAN,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,0,0,1,1
"Hay, chính quyền VN rất có tính giải trí. Nhưng ngặc một nỗi, sự độc ác của nó thì là thật và không giải trí tí nào cả.",2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
Hàn quốc sẽ ko thích điều này,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Giết nó,2,HATE,1,1,2,2,OFFENSIVE,OFFENSIVE,HATE,HATE,0,0,1,1
Đây là Nhật Bản :)),0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"quay được phim rồi thì lấy xe bắt chó ra bắt đi , chờ gì nữa",1,OFFENSIVE,0,1,1,2,CLEAN,OFFENSIVE,OFFENSIVE,HATE,0,1,1,0
Viên Viên chà chà : >>>,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
"Thừa hưởng truyền thống từ mẹ thôi mà, kaka mà riêng gì Nhật đâu",0,CLEAN,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,0,0,1,1
@Ù Méo Cứ ngồi đó chê người khác đi em. Quả báo cũng sẽ tìm đến em. Không sớm cũng muộn nha bé.💓,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
like đầu thầy ơi,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Viên Đá Nhỏ thông tin chị lấy có chính xác ko?,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Ko ai cấm ổng : mà xąo múôn chết ông cư' đi tự do kể cả nơi djch bệch già lẩm cẩm ko hiểu nguươì ta nói gì bíên,2,HATE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,1,1
Cộng sản nói về Trần Dần,0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
"Lão già này đã mở được mắt rôi à, năm 2022 quoay đầu về bờ , đúng là đồ dở hết đường đi. Võ ông đánh gà ko tụt lông.",2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0
Thịt gà kêu thịt chó kiáaa:(,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Dm . Đlq tao fan mình Hiếu nhé,1,OFFENSIVE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,1,1,1
Cường Nguyễn bọn nó còn lấy cái ngón chỏ xỏ vào làm gì ý.mà xỏ xong cả lũ cười.đéo hiểu,1,OFFENSIVE,2,2,1,0,HATE,HATE,OFFENSIVE,CLEAN,0,0,1,0
Ba nay nge noi bu cu chau ba ne,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
có tiền đi du học. Học gì củng giỏi mỗi học cái ý thức là ngu.,1,OFFENSIVE,2,2,1,1,HATE,HATE,OFFENSIVE,OFFENSIVE,0,0,1,1
☺,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Mẹ Độ yêu con,0,CLEAN,2,0,0,1,HATE,CLEAN,CLEAN,OFFENSIVE,0,1,1,0
Quan chức nhà nước mà cứ như vầy thì sao được lòng dân 😡,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0
duanhuaditron là clgt :v,1,OFFENSIVE,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,0,0,1,0
Nhìn mặt là biết lòng dạ con mụ này thế nào rồi🤮,2,HATE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,1,1,1
sắp thành Triều Tiên của đông nam á cmnr nhờ sự lảnh đạo tài tình và sáng suốt của đảng cơm sườn.,2,HATE,0,2,2,2,CLEAN,HATE,HATE,HATE,0,1,1,1
oh,0,CLEAN,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,0,0,1,1
con di ngua nay chac sih ra o ho boom ha j,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0
Mỹ giúp chứ ai vào đây,0,CLEAN,2,1,0,0,HATE,OFFENSIVE,CLEAN,CLEAN,0,0,1,1
Hay vc,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Thằng cường nói k sai,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Hán việt là cùng một nồi sinh ra,0,CLEAN,2,0,0,2,HATE,CLEAN,CLEAN,HATE,0,1,1,0
"dùng tiền ém nhẹm cu ơi. từ nguyên đơn thành bị đơn thôi, 1 người ko thể chống cả tập đoàn được",1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0
Sao bác ko đốn cửa tất cả cửa khẩu còn qua lại thì còn dich bệnh có nhiều người vì đồng tiền nên ko biết mình là người hây súc vật đâu bác ơi,2,HATE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,1,1
Tẩy cmn chay ngay và luôn cái dn khốn nạn và bọn toà án ăn hùa,2,HATE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,1,1,1
Trung gia cát,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Nói cho biết thì lại tự ái. Thôi t chỉ nhắc nhẹ vậy thôi. Chúng m thấy hợp lý thì tự nhiên làm theo.,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
"Được vl,nhìn mà ae cho mình xin link nhạc phát",0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Đoàn Trung Hiếu vãi loinmm,1,OFFENSIVE,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,0,0,1,1
Tai sao ong lai nhan loi cho phong van de cho ten lan nay co co hoi chui nuoc my. Hinh nhu han rat thich thu khi nuoc my bi nan,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0
Nhật Hạ diễn phúc thế á,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Bữa nào lấy cây đơm vô đầu Sena 1 lần đi Abe !!! Nó giỡn mặt hơi nhiều 😂,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
"Gà mà không biết gáy là con gà con, Rambo có quả nade đẹp vc các ban ưi",0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Tiền phòng dịch nhà nước đang dùng ba nó góp Thuế không ít đâu bạn.,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Tien Loc Truong l** ấy bạn,2,HATE,0,2,2,2,CLEAN,HATE,HATE,HATE,0,1,1,1
"Mấy con fan mắc dại, cô bị chửi mà tụi bây ko chửi tiếp mà xúi cô chửi, thứ dì dị...bỏ nha, mai mốt con nào đụng cô là xé banh xác nó hết, hy vọng cô mãi chân chất như vầy, đừng vì cuốn theo sự nổi tiếng mà biến chất, biến tướng!",2,HATE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,1,1
Đem đưa lên cơ sơ xo thẩm quyền THP bốc phân mà ăn :),2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
@Kỹ Năng Sinh Tồn ngáo đá hả bạn có làm j bn chưa mà chửi người ta,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
"Page thối nát ..:)) cứ ông ổng như lợn rống..có giỏi về đây mà cách mạng,tao theo..:))",2,HATE,2,0,2,2,HATE,CLEAN,HATE,HATE,1,0,1,1
Thùy Linh Trịnh lan trinh hoặc lin da,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
😉,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Ôi cái đất nước mình,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Bán mẹ nước rồi còn đâu.,1,OFFENSIVE,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,0,1,1,0
Khi nào chính thức về với mẫu quốc đảng nô nhớ thông báo trên vtv nha.,2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0
A Vũ Khắc Tiệp nhỉ 👌🏻👌🏻 đc r,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Bk,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
cay vl,1,OFFENSIVE,1,0,1,1,OFFENSIVE,CLEAN,OFFENSIVE,OFFENSIVE,1,0,1,1
Biết là Nhật cũng có người này người kia nhưng chú bao nhiêu tuổi rồi mà hành động ấu trĩ như thế 😖😖😖,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0
Dân streetwear nhìn phát biết phối đồ của thằng đằng sau đẹp vc luôn :))),0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl,2,HATE,2,1,2,1,HATE,OFFENSIVE,HATE,OFFENSIVE,1,0,1,0
Anlonroi,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0
Dỗi vl . Cay vl :)),1,OFFENSIVE,1,0,1,1,OFFENSIVE,CLEAN,OFFENSIVE,OFFENSIVE,1,0,1,1
Trung Quốc Nhat bang A việt nam trót bang,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Già mất nết quá,2,HATE,1,1,2,2,OFFENSIVE,OFFENSIVE,HATE,HATE,0,0,1,1
Đảng viên CS Trần Dần...,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
Nguyễn Đào Nguyên e củng thác mắc như bác sao 16 ng trước k công khai mà sô 17 tràn lan vậy??? hay do Tàu nhiễm nên giấu con Tây nhiễm nên được phép.. vấn đề chính trị hướng dư luận cả k đơn giản đâu,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0
😂Cứ sợ cô đem cái bay trộn hồ sủi bay phim trường,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Đéo làm ngơ là tự ngã vào dùi cui ngay 😢😢😢,1,OFFENSIVE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,1,1,1
được vl a ơiiii,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Ây za. Chả trách đất nước chậm phát triển,0,CLEAN,1,0,0,0,OFFENSIVE,CLEAN,CLEAN,CLEAN,0,1,1,1
"nhìn mặt Admin thấy ghét, không ưa! :D :D :D",0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
Tội đì chây chíp ghê 😩😩😩,0,CLEAN,0,2,0,1,CLEAN,HATE,CLEAN,OFFENSIVE,1,0,1,0
Đặng Thị Sậu chứ còn gì nữa 🤣🤣🤣,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
"Thanh Ngân duỗi ra nó như vậy đó bạn, buồn quá tóc xẹp lép, dính vô mặt như cái mâm, phía trước thì dập dờn vậy đó",0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0
v cả ông độ,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Rẫy là cái đ' gì vậy?,1,OFFENSIVE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,1,1,1
"Người Việt chửi người Hàn vì người Hàn từ chối đón công dân của họ về nước, và đây là người Việt!",0,CLEAN,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,0,1,1,1
Vaidai,1,OFFENSIVE,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,0,0,1,1
Bai nay la.nguoi tinh tren chien tran ban oi...kkkkaa,0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
Thế cái thằng được chị Nhung hôn vào má nó đã qua đời chưa vậy m.n?,0,CLEAN,2,2,0,0,HATE,HATE,CLEAN,CLEAN,0,0,1,1
"Của bà này chuyển giới hả mn , xin hỏi ngu",0,CLEAN,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,1,0,1,1
mấy cđ dislike là mấy cđ khùn lồn,2,HATE,1,2,2,2,OFFENSIVE,HATE,HATE,HATE,0,1,1,1
"Ngày xưa, khi giấy vệ sinh chưa phổ biến thì mỗi gia đình đều thấm nhuần tư tưởng đảng mỗi ngày. Ngày nay, khi giấy vệ sinh quá phổ biến, nhiều mẫu mã, giá cả phải chăng, mềm mại chất lượng hơn hẳn thì đại đa số dân chúng trở nên lệch lạc tư tưởng chính trị",2,HATE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,1,1
Cú lội ngược dòng ngoạn mục của Nhung :)),0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
Cô nói chuyện tự nhiên thật thà ghê 😄 quay hình mà ko hề màu mè gì hết trơn. Hồi đó mới biết cứ tưởng cô là phụ nữ thật ko à. Giống 100% luôn.,0,CLEAN,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,1,0,1,1
