id,texts,label_original,label_gemini
1107,"Có hình thì lưu lại làm tư liệu cái đ gì cũng đăng lên mạng đúng là ngu, lần sau chú ý nhé",0,1
1108,"60%, thề không chém. Ăn mặc trẩu tre tạm bợ.",0,1
1109,nó đâu cần thị phẩn hả fen. cả 1 liên minh.. thằng nào thích cứ bán. nó giữ lại để sau lại bán khi tụi kia nó hết. nó sợ qué gì,0,1
1110,"Chắc ăn ""miếng steak"" của con gấu dai nhách nên chê sang con bò",0,1
1111,Động đất trong núi thì kệ cụ nó,0,1
1112,chả vấn đề gì cả chả lẽ lại xấu hổ vì nhiều tuổi hơn mà vẫn code à. Dăm ba thằng nhóc 9x code chả bằng 1 góc mấy lão,0,1
1113,Thằng TL này may vkl,0,1
1114,"Có hàng triệu người cày hộc máu chỉ để có cái bỏ vào miệng. Vứt mẹ cái nhu cầu được giải bày, tâm sự... cái qq gì đó đi maifen",0,1
1115,Do bọn nó mất dạy thôi.,0,1
1116,sắp tết mà đéo có dư tiền tết này lại nằm nhà coi tv đánh lol thôi,0,1
1117,"À tại thấy đấy 2 cụ ra ở nhà trọ mà ko nói năng gì thì cũng lạ quá ít ra phải có tiếng nói chứ. Đấy,mấy vụ như nàythì éo thấy luật hoa quả con mẹ gì",0,1
1118,"Có cái đéo gì đâu, con nào hỏi câu đó thì chở nó đi ăn món mình thích là xong, ko phải đoán ý bọn đàn bà con gái làm gì cả.",0,1
1119,"Vậy cho vừa lòng mấy thằng hay tự hào là nơi mình nóng nhất, chê người khác ""mới nóng có tí đã than""",0,1
1120,"Ngoài yêu chó và ghét chó ra còn có rất nhiều phe, nổi bật nhất và đông nhất là phe ""người bình thường"". Tức là họ chẳng có thù hằn gì với loài chó, cũng chẳng mê ăn thịt chó nhưng cũng chẳng đội chó lên đầu, ăn chung với chó. Bạn muốn tranh luận thì lý luận logic cũng phải hợp lý 1 tí xíu. Nói sai bét nhè cả ra.",0,0
1121,1 nho Vẫn lol tóc vàng đó,0,1
1122,Link cầm bóng xong đ' biết làm gì nữa.,0,1
1123,Thực tế thì loại gì chả xảy ra trên đời mà lấy đó làm tự hào. Đời khi nào chả có thằng ngược dòng thằng điên thằng khùng. Quan trọng là cái 1 cái case cụ thể như vậy là lí do gì. Và gia chủ có vui ko hay chỉ có lên báo mới thế.,0,1
1124,"bọn Nhật Hàn đa phần nó sẽ theo đúng luật, thà chi tiền đi gặp luật sư tư vấn còn hơn chi tiền bôi trơn.",0,0
1125,"trước cũng thấy 1 kênh của VN làm mấy cái mô hình gỗ mà về mấy nhân vật hoạt hình, thấy cũng nhiều view đúng là đầu tư chất xám công sức khác hẳng bọn làm content xàm cakk nhảm lone khác đầu độc con nít",0,1
1126,1 số comment hay của mấy thằng nước ngoài nói về MC tomminay.,0,0
1127,Lãnh đạo là 1 nghề mà S.Jobs éo biết làm gì ngoài nghe báo cáo và giao việc làm. Apple là thế á. Cho ổng làm thứ trưởng thì được chứ bộ trưởng tôi nghĩ VN éo có ai đủ đk năng lực do mải ngồi mà éo nghe nữa là biết nhiều mà hiểu.,0,1
1128,Giáo dục vẫn bị bệnh thành tích kinh vl :3,0,1
1129,"Đúng chính tả nhưng sai ngữ pháp đấy bạn trẻ ah. ""teen ngôn ngữ"" là cái cc j??",0,1
1130,k ảnh hưởng tới mình thì để ý làm đéo gì cho mệt,0,1
1131,thế mày lên đây khóc lóc cái gì?,0,2
1132,"Thì cartel nó cũng làm business, cướp hiếp giết chỉ có mấy bọn não ngắn hoặc thể hiện quyền lực với bọn khác thôi.",0,1
1133,Người ta nói dựa trên những cái cmt của a đó mà kêu biết cái mẹ gì,0,1
1134,"Vl, lo sợ vấn đề giáo dục, y tế ở quốc qua có nên giáo dục top 10 thế giới, nền y tế cũng nằm trong top 10. Em gái anh giống hệt mấy bà cô già ở VN lo lắng đủ thứ.",0,1
1135,"Tránh mấy thằng sếp nói đạo lý ngu như này ra, nghỉ ngay và luôn.",0,1
1136,"Thì tui con nhà nông dân, mặc rứa có răng mô fence",0,0
1137,Thằng chỉ huy trưởng nào mà làm ăn bê bối vậy,0,1
1138,Tôi đi MPV đéo quan tâm nhưng dăm ba cái trò giả nhân giả nghĩa của mấy thằng hãng loè người dùng đéo thể ngửi nổi,0,1
1139,Thím độ đẽo gì cho nó ko?,0,0
1140,"Hồ văn cường vẫn lên, tuộc ngu ạ @halley189",0,2
1141,anh lôi thằng culi vào hang cò làm gì,0,1
1142,"Thì anh bán sang chỗ khác đi, ai bắt cố đấm ăn xôi vào EU. Còn nếu trước đây hàng cùng tiêu chuẩn như nhau mà EU nó trả giá cao hơn chỗ khác thì chứng tỏ nó ngu quá nhiều năm rồi",0,1
1143,mấy thớt này thì ko thấy con bò đ0? nào,0,2
1144,Thớt gần 40 mà vẫn chơi môn thể thao mạo hiểm trêu chó à,0,1
1145,Haizzz. Sống thế éo nào cho hợp lý nhỉ. Lỗ thì tìm cách gỡ. Lãi ít thì tìm cách lại nhiều. Mệt mỏi. Thằng cha sếp tôi nó tài sản cỡ 3000 tỷ. Mà tôi thấy nó còn stress còn khổ hơn tôi. Nhiều hôm hắn uống rượu 1 mình thấy tội vl.,0,1
1146,Thật ra đéo có thằng em nào ở đây hết...,0,1
1147,Anh đang lảm nhảm gì vậy. Voz thì ảo vcl chứ anh đang sợ gì? Anh cứ mạnh dạn đưa nguyên nhân rồi kết quả các kiểu ra chứ,0,1
1148,"Đất rộng thì k nói làm gì, chứ đất nhỏ mà cứ làm theo thầy thì banh cái nhà , phong thủy chỉ áp dụng cho nhà phố hay sao ấy, nhà cc tuyệt nhiên éo ai bàn chuyện phong thủy, ah mà nếu có thì sẽ xuất hiệm cụm từ""hóa giải""",0,1
1149,"Cái chính ko phải người ngu, mà người ra chính sách này",0,1
1150,"450 củ này là tiền học phí đào tạo chuyên sâu, sau này trong 10 năm để phục vụ bv đấy có phải cho 1 cục về tiêu đâu. Chính sách này để giữ chân các Bs lại ko đội trẻ nó vào ăn hành như chó trong vài năm đầu xong có tay nghề nó bỏ hết ra viện tư thì viện công coi như nuôi tu hú.",0,1
1151,"Đéo dám thì bảo là đéo dám, cười cái éo gì khi bản thân mình có khi còn đéo đi bộ nổi 1km 1 ngày.",0,1
1152,:3 vozfb giờ toàn mấy ông ở đâu vào tự nhận vozer để đi xin card. Thớt nhảm + spam cmt đến phát chán.,0,1
1153,Ý thằng thớt là bài nó post như 1 chân kinh. Cấm mọi người phản bát và nếu nó ko hài lòng ai đó thì sẽ chửi,0,1
1154,Liên quan đến lợi ích thì chả thằng nào đáng tin cả,0,0
1155,cứ có đủ thời gian thì kiểu đéo gì cũng sẽ giàu,0,1
1156,"Có đâu bác ơii, cả 1 vùng chìm trong biển nước, h đi bộ lội nước ngứa háng thấy bà cố luôn",0,1
1157,Thằng Văn Thanh nó ko biết chuyền hay sao nhỉ?,0,0
1158,Có phải con chủ tịch đéo đâu mà mua camry,0,1
1159,"chuẩn vl, vào SG toàn thấy ăn bánh mì nguội éo nuốt dc :3",0,1
1160,Lúc đó thì 2 thằng kia có khác gì cóc nhái ko anh? Đó gọi là kiêu ngạo chứ k phải ngu nhé.,0,1
1161,"Quan điểm hiện đại thì là ko có tội, vì đây là người bệnh tâm thần, họ bị bệnh nên mới v, nên đc xem như ko có tội, việc cần làm là vác chị này đi chữa bệnh, thế thôi, còn 2 cháu kia, cũng chả có tội gì, chỉ có bọn ngu mới hỏi kiểu ""người này người kia có tội gì mà chết"" cuộc sống là v, đâu cứ sống tốt là ko chết sớm mà ko lỗi sẽ đi sớm đâu.",0,1
1162,"Hiện tại chưa giảm giá mà ai vào cũng hỏi sao xăng chưa giảm xuống 12k, rồi nói cây xăng gian dối đéo giảm. Nói qua nói lại rồi lại chửi nhau",0,1
1163,Công ty bạn như cái chuồng khỉ vậy ?!?,0,1
1164,"Tôi thấy đa phần dân mình rất hay có kiểu ""nói mồm"" lúc chưa vợ thì ""con nào chả là con"". Lấy vợ rồi mà đẻ đc đứa con trai thì về quê ngồi: mạnh mồm lắm. Mà đẻ 2 cô con gái thì ""con gái sau nó còn thương mình. Nhưng bẵng đi vài ba năm không gặp, tòi con mẹ nó ra thằng cu. Ai hỏi cũng bảo ""nhỡ""",0,1
1165,"Mình mới đi làm gặp mấy anh đồng nghiệp best vkl, 2 tháng đầu thử việc thì mấy a cho tự bơi, tự học để làm quen công việc. Lúc đầu cứ sợ thử việc k đạt, mấy lão cứ cười hề hề bảo mày chui vô đây rồi là đậu 99% rồi, còn sau đó xem mày lì hay không. Đm lúc ấy đúng kiểu mới ra trường , nhiệt tình, ngu, kiến thức kém. Việc gì cũng lăn vào làm, ai nhờ gì làm đó. Giờ 3 năm thì cứng rồi, éo sợ gì cả. Giờ thì cả phòng đang chuẩn bị nghỉ, chính sách cty như lol, cả nhà máy tất cả phòng ban đều dự định sau tết nghỉ, ngay cả cấp trưởng phòng đều dự định nghỉ, còn dặn cấp dưới để a nghỉ trước rồi tụi em nghỉ sau. Mà ai cũng thâm niên 10 năm đổ lên.",0,1
1166,Đi chơi đêm ít thôi 10h là về nhà cho an toàn. 11h đổ ra toàn bọn trẩu vác dao kiếm đi lung tung ghê vcc nhất là mấy vùng ven.,0,1
1167,"Tin ai đéo tin,đi tin vozer bạn.",0,1
1168,ai bảo đéo phải chấm công đấy?,0,1
1169,"Bọn đua đòi, thấy người ta đeo đồng hồ nhựa thì cũng đòi đú",0,1
1170,+1 ưng để phản đối bọn Nha tặc này,0,1
1171,"Mai sau tôi bảo con trai tôi: "" mày cứ nhắm đứa con gái nào mà thằng bố nó cận lòi nhìn đụt đụt mày cưa cho tao, chán thì bỏ """,0,1
1172,"Đéo có bất kì 1 cái gì hợp lý Toàn bộ khoản chi kia đều là của cá nhân, đéo phải trách nhiệm của quỹ phụ huynh",0,1
1173,2k6 tôi với ai thế ? Tắt máy học bài đi thằng ranh con,0,1
1174,"Lớp cấp 3 tôi ra trường 15 năm, đi họp lớp toàn thằng giàu giả nghèo giả khổ. Đéo ai phông bạt luôn mới lạ",0,1
1175,"Nếu phải để xe trên vỉa hè mà không có bảo vệ trông xe thì cứ khoá cổ lại cho chắc cú. Kệ mịe bố con thằng nào nói gì, phải tự chủ động bảo vệ tài sản của mình trước.",0,1
1176,"Tao thấy mày mới là loại chụp mũ, thiếu hiểu biết đấy",0,1
1177,"Chuẩn, cảm giác lập 1 cái topic hỏi nhưng toàn thằng ngu vào tư vấn cũng mệt....",0,1
1178,Đọc cái vụ bán con bò mua 2tr bán 4tr xong mua tiếp 6tr bán 8tr hỏi lãi hay lỗ mà nhiều thằng học đại học bảo hoà vốn thấy buồn cười rồi đến thằng cha này,0,1
1179,Mod đừng close thớt. Để đây có chỗ giải trí. Bao lâu rồi voz mới có thớt chất như này. Đm kheo đêm qua thằng thớt mất ngủ để đọc caia thớt này rồi mới hiểu ra.,0,1
1180,Đã bảo là thằng lo phần đó nó đi du học rồi.,0,0
1181,"Ôi dồi kệ cụ nó đi, 1 đời ta 3 đời nó. Cứ để thoải mái nghĩ ngợi làm éo gì.",0,1
1182,"Niềng xong rồi dán veneer là chuẩn bài đấy thím ạ, chứ éo phải là làm răng sứ như đội nha tặc ""răng sứ thẩm mỹ"" ở VN đâu",0,1
1183,Con se này bị chê vl thế mà năm méo nào doanh thu nó cũng lọt top 10 smartphone năm đó.,0,1
1184,"Mấy thằng NK khóa 4 và JMG khóa 3 còn lại chắc lại đem cho CAND hay team nào đó mượn nhỉ. Kể ra đem vài thằng khóa 3 về Long An dìu dắt bọn nó cũng hợp lí. Ko biết Long An có mua được Ngọc Thắng về đá CB mùa sau ko, sau Đình Trọng mới thấy lại 1 CB có não như hắn.",0,0
1185,Thằng già bọn nó theo lý thuyết mạnh hơn già bên mình mà ... Chắc ý tụi nó là bỏ hết đám trẻ ra ... Để 3 thằng già 2 bên solo với nhau,0,0
1186,"người ta đang hỏi ""chiếc"" và ""cái"" mà, liên quan gì tới ""con""",0,0
1187,"Lol, ý chúng nó là VN đã làm trong khả năng của 1 nước nghèo rồi, hãy tôn trọng",0,1
1188,"Người dưng nước lã nó mất kệ nó tao tiếc làm gì, nó mất hay sống không làm mất chén cơm của ai, không làm hại gì ai. Chỉ mấy thằng cmt hả hê khi thấy nó chết, loại bất nhân đấy rất có tiềm năng 1 ngày nào đó làm hại người khác nên mới phải căng.",0,1
1189,Bọn Cicinathi này đúng top1 đá kinh vãi,0,0
1190,"thấy nó bảo phải đền cho thằng trộm cũng 1 mớ đấy bác, thằng trộm nó cãi là nó đi ngoài đường thì con chó nó sồ ra cắn, nhưng xem camera thì nó mở cổng vào nhà rồi.",0,0
1191,"Thôi quên đi , đã biết tính thằng kia vậy còn cho vay thì kệ cha con kia .",0,1
1192,"4 thằng ôn con, có sử dụng hung khí, tài sản bị cướp là xe máy, đủ khép vào tội cướp có tổ chức, ăn án 7-15 năm mỗi chú.",0,0
1193,Thằng này là người Mỹ thì quan tâm quái gì đến giai cấp,0,0
1194,"Mấy tay đó chấp gì thím, ai chả có mong muốn sở hữu tài sản, tây hay tàu éo khác gì nhau.",0,1
1195,Anh sai.. Hung hãn nhất là ngỗng.. Nó cũng có tính bảo vệ lãnh thổ.. Ở quê còn có nhà nuôi ngỗng để trông nhà thay chó đấy .,0,0
1196,"trông nó bần bần sao ấy, tầm đấy làm đen leb còn hơn",0,1
1197,Thớt nó nhận lỗi về mình thì các ông tư vấn làm đ gì. Phí nhời,0,1
1198,"Mùi l đó,nó hay nhét con chuột vô đó, M xin chốt 2tr con chuột.",0,1
1199,Làm éo gì có bằng chứng bọn nó nói điều gì,0,1
1200,"Đúng. Đi du lịch thì tỏ vẻ sang chảnh, thượng đẳng nên ko làm mấy trò bẩn bựa đâu",0,0
1201,"Cờ bạc, cho vay nặng lãi. Tôi có mấy ông anh hành nghề cho vay nặng lãi, tổ chức cờ bạc bóng bánh tiền tiêu k phải nghĩ. Tháng nào cũng đi lễ chùa 2 lần, còn đi khắp các đền chùa cầu xin làm ăn thuận lợi. Méo hiểu thánh nào độ nổi",0,1
1202,"Chỗ đéo nào tôi ủng hộ? Thằng lìn bạn tôi nó nuôi lúc tôi còn chưa biết pit là cái mẹ gì, lúc tới nhà nó lấy đồ tôi thấy con chó to đùng đéo dám vào thì nó kêu không sao đâu con này hiền lắm",0,1
1203,Nó đéo thích lên đấy ông ơi. Nó trùm cuối thích ẩn danh,0,1
1204,Giá trị éo gì bên nước ngoài nó có sưu tầm mẹ gì đâu.,0,1
1205,đéo tin 1 ai cả. lòng sông lòng biển đo đc. lòng người thì khó lắm,0,1
1206,Thuê kiểm toán về thống kê tài sản đập vào mặt tụi nó đi trum,0,0
1207,"M cho t vài cái tên có cây, núi, suối, làng,… đi, t ở Nhật lâu hơn m chưa gặp thằng éo nào có tên như thế cả.",0,1
1208,"28 tuổi lương + kiếm thêm tầm 20 củ tháng, mới bị thằng anh ruột quịt luôn 400 củ tiền tích lũy do đầu tư thua lỗ nợ 12 tỷ, gia đình phải bán nhà trả nợ cho thằng anh, giờ ở chung cư của bà ngoại ở HN, thằng anh thì trốn đi mất xác, kinh tế trước gần như đầu họ giờ xuống đáy xã hội. Xác định buông xuôi, kệ mẹ ông bà già, kệ mẹ tương lai",0,1
1209,Tôi cũng góp thêm 1 viên nữa... mà thực ra bao nhiêu viên cũng được. Thím nào đi đường gặp phải lũ này mới thấy căm thù chúng nó thế nào.,0,1
1210,"Cái này gọi là ""kiếm thằng bưng bát hương"" đó bác, chiều cho lắm vào nó ăn chơi, hút chích, đua xe lao đầu vào cột điện thì ko biết nó bưng bát hương cho mình hay mình bưng cho nó",0,1
1211,"học bảo mật giờ nghèo bỏ mẹ, xu thế xã hội bây giờ là mạng xã hội",0,1
1212,"Tít thì bảo ""phải chăm lo"", bài thì viết ""kêu gọi chăm lo"", tào lao",0,0
1213,"Thực ra nguyên nhân chủ yếu là con kia nó rất lỳ, đéo chịu nhường thằng chồng. Muốn tao phải là kèo trên. Vì thế sau khi ly hôn thằng Song nó phá biệt thự 2vc từng sống chung đó.",0,1
1214,"Tôi yêu thiên văn nhưng chỉ là thằng nhân viên rách, gặp hội bạn toàn CEO + con cháu Chủ tịch tập đoàn nhưng ko thằng nào muốn Việt Nam là quốc gia đầu tiên đưa con người lên Hoa Sảo trong 10 năm nữa thì tôi có nên coi thường chúng nó ko thớt",0,0
1215,Đấy là cái nghề của ngta rồi. Tiến Đớt giật tít Auto Hold bị lỗi của Toyota kéo đc đống fame giờ bổng dưng nổi hẳn nhờ 1 thông tin đéo ra làm sao.,0,1
1216,éo gì cũng biết thế này,0,1
1217,"So tiền và tài sản thì ông Nam đè chết ông Hà (nếu không tính gia tài bố mẹ để lại). Thời 2013-2014 bạn tôi đi luyện thi mà đã được chính ông Nam kể một tháng thu nhập của ông ấy hơn 100 củ. CÒn cái chuyện chửi thì quá bình thường khi có đứa tiểu bối suốt ngày cắn mình, đạo mạo thì dễ chứ mấy ai dám đanh đá",0,1
1218,Thằng thớt khoe của mà.,0,0
1219,Do thằng cha Macron này chứ ai,0,0
1220,"đi giay sandal phải ko, bị nấm đấy, bôi thuốc vào",0,0
1221,Đến 1 thời điểm phúc lợi xã hội tốt thì sẽ chẳng có thằng nào áp lực thành công cao nữa cả.,0,0
1222,Ông thớt rảnh ghê lo chuyện bao đồng )),0,0
1223,Chơi voz mà chưa biết truyện “Con chó và thằng osin” à?,0,0
1224,cứ tới tháng 9 là có thằng đăng bài này... truyền thống của vozer à,0,0
1225,Đâu bác vay nội bộ Bank mà lãi thấp lắm,0,0
1226,giày dưới 2tr đi đéo ngon đâu nói thật,0,1
1227,"Không hiểu cái văn hóa ""ăn xin card"" này từ đâu ra mà được nâng tầm thành quốc tính của Vozer.",0,0
1228,"này chắc ở hà nội nhỉ? ghế đá ở sông Bạch Đằng tôi đi ra mà thấy ghế nhựa để chiếm như này chắc tôi vứt thẳng mẹ xuống sông, ghế ở cái công viên trước nhà thờ Đức Bà 3 người ngồi được, 1 cặp trai gái đang ngồi thì tôi lại ngồi cùng cũng đéo ai dám lên tiếng.",0,1
1229,"Im lặng xem hình xem clip cho vui, éo hiểu trình bày quan điểm rồi combat nhau làm b` gì",0,1
1230,"có thằng bạn dạy lái xe giàu vkl. Toàn mấy thằng học viên cho ăn uống, nhậu nhẹt phủ phê. Lương tháng éo bao giờ đụng tới.",0,1
1231,"Mấy anh Tây chắc h hết dám lên content ""Đồ ăn đây sao rẻ thế"".",0,0
1232,"Giờ nhiều chỗ có mà. Cái này gọi là ""Chính quyền thân thiện"" cải cách trong thủ tục hành chính, tiếp dân thì phải. Chỗ a éo có thì về đòi hỏi đi. Kinh phí trích từ quỹ tấm lòng miền nam, công dân đến đk hết hôn ko mất thêm phí nhé.",0,1
1233,Tui lām tù 18/4 Mai di lâ'y !,0,0
1234,Thằng này chả ảnh hưởng gì vềkinh tế cả,0,0
1235,Mấy thằng hâm đó mà,0,0
1236,"Bỏ đi thớt, diễn đàn là một cuộc sống ảo thôi, đừng nên hình thức hoá nó. Thử hình dung ở cuộc sống thật, mình bị 100 thằng ghét cho một vấn đề cần thảo luận thì trúng gió, miệng méo, bán thân bất toại một tuần xem. Vô lý đúng không? Ai ghét mình thì kệ mẹ nó. Bị ghét và quyền được sống không liên quan nhau. Bỏ đi, đừng cố chấp!",0,1
1237,"Vậy là Cường về chứ ko phải Kiệt lặc, vãi mấy ông livestream thật",0,1
1238,atvsld là cái l gì thế?,0,1
1239,Buồn cười??? Éo ai cười thằng đàn ông mang cơm theo nhé. Thằng đàn ông mang cơm theo là 1 điểm cộng trong mắt bọn con gái cùng công ty đấy,0,1
1240,"Luật chế tài thằng có tóc chứ sao nắm được thằng không có tóc. Có gia đình thì chính quyền dùng gia đình để làm con tin mà chèn được. Thằng độc thân thì làm gì nó, cả đất nước mấy triệu thằng độc thân mà làm quá chúng nó làm loạn ngay do đội này không có gì để mất.",0,0
1241,"Có pha phạt góc chọn vị trí oke mà bị thằng gì bên Sói đè mặt đánh đầu, tý thì toang QUả đấy mà vào thì đám fan lại tâm tự. Fan giờ lộn xộn lắm, 1 mớ hổ lốn.",0,0
1242,"Và Nam Phi éo hề nghèo , người da trắng còn bị kì thị ngược ở Nam Phi. Ko như thống kê của thằng kia đưa ra là nạn rape chỉ có ở nước nghèo",0,1
1243,tùy lưu bang vs chu nguyên chương lên giết công thần nhục nhã hơn chó. nhìn lão lý thế dân lên chả giết ai còn nói 1 câu nhân tài thiên hạ đều trong tay trẫm. xứng đáng làm bá vương. còn lưu bang mãi mãi danh xưng hoàng đế ti tiện,0,1
1244,"Cái lùm má, thả hạt nhân , giết hại hàng trăm ngàn dân thường Nhật và mày coi đó là hành động giải cứu thế giới, thế sao lúc Hồng Quân nó diệt phát xít cứu dân châu Âu mày đéo nói nhỉ. Mày bị tụi thân Tây nó đầu độc giống Nhật bản rồi, ngày tưởng niệm nhân dân chết vì VKHN mà thằng TT đéo dám nhắc 1 tiếng đến thằng gây ra hậu quả, mà ngược lại xem kiểu diệt chủng đó là hành vi cứu rỗi nhân loại.",0,2
1245,"Nhìn những người như bác thông não mà tụi kia cứ phản biện càng lúc càng cùn , ức chế thay bác vl",0,1
1246,"Nhớ hồi xưa có thằng bạn kể, có cty quần què nào đó tuyển dev ABAP cũng làm kiểu này. Pv mấy vòng, xong còn bắt đi làm thử 1 tháng xem có hợp nhau ko, rồi thuyết trình, báo cáo các kiểu nữa. Nghỉ chơi với ku đó lâu rồi, éo nhớ tên cty nào để cho ae voz bỉ bôi. Fen nào biết cty nào tuyển kiểu zị ko?",0,1
1247,"Ý thức dân tộc gì. Môi trường tạo ra ý thức. Mấy thằng tây, thằng nhật sang đây lâu nó cũng ko mũ, vượt đèn đỏ hơn dân Vịt.",0,1
1248,"Nghĩ đến quả thuế TNCN toàn hơn 20-30% thì mới thấm đc mấy bố suốt ngày chửi mấy cán bộ, đường xá ổ gà, metro chậm tiến độ, nhũng nhiễu dân...",0,0
1249,"Thằng sát thủ hành động đơn độc, không có tổ chức",0,0
1250,Xin lỗi thì 90% đang ám chỉ bọn Nhật rồi,0,0
1251,"Anh chỉ thấy mấy người giàu vì nó, chứ thấy hết được bao nhiêu người nghèo vì nó? Cái này gọi là survivor bias, người ta thường nhìn vào số ít người thành công, người còn sống sót để đánh giá, mà chả ai để ý số lượng cực lớn những người thất bại hoặc đã chết trong cùng 1 trường hợp. Cũng như khởi nghiệp ấy, bọn ngân hàng bắt tay truyền thông 1 thời tung hô để các con giời nghỉ việc, cắm đất cắm nhà vay ngân hàng để ""khởi nghiệp"", được mấy % người thành công đâu, còn những trường hợp tự tử do phá sản, bán vợ đợ con, ra đường ở do bị ngân hàng tịch thu hết nhà đất thì bọn nó ko thống kê hoặc ko tiết lộ, để nhiều người lao đầu vay ngân hàng rồi cắm hết đất đai nhà cửa cho nó.",0,1
1252,"Bọn nó làm quy tắc quy trình bài bản! đã làm là làm cho xong, đúng giờ! Ham làm hơn ham hưởng ham chơi, không ương ương dở dở hay xạo lol vòng vòng, biết bao nhiêu quốc gia nể bọn nó chứ đâu gì thím !",0,1
1253,"Thật ra là 2 anh em cùng nhà nên tư duy cũng giống nhau lắm. Anh ghét Tàu thế nào thì Tàu nó cũng ghét Nhật như vậy, mặc dù bản thân thích văn hóa Tàu chả khác gì bọn Tàu thích văn hóa Nhật.",0,0
1254,"Biến thái bệnh hoạn đó là những đứa nhìn cái trong sáng mà trong đầu chỉ nghĩ đến đ# đ@t, còn ở đây môi trường học thuật, nhìn cái đ# đ@t nhưng người ta lại đem ra để thảo luận về chủ nghĩa khai phóng, nhân sinh quan, nữ quyền trong xã hội phong kiến, vai trò của tình dục trong tiệm cận văn hoá. Đó không còn là biến thái bệnh hoạn nữa mà đó là cảnh giới của học thức, hỏi người xem có cửng không thì chắc chắn có, nhưng nếu ai đó bảo vì họ cửng nhưng không thể hiện phần ""con"" của mình ra mà nói đó là giả tạo, đạo đức giả hay gì gì thì người đó nên xem lại phần ""người"" của mình xem nó khác phần ""con"" chỗ nào.",0,1
1255,"chờ xem thằng Rick làm sao để gỡ với né cái danh ""đạo đức giả"" đây",0,1
1256,"thực tế chủ xe tàu éo ai quan tâm thằng khác nghĩ gì, thấy đẹp thấy tốt thì mua thì dùng, loại ghen ăn tức ở nhét chữ vào mồm chủ xe tàu mới không ra cái gì",0,1
1257,Lên mạng ăn tục nói phét. Lương nài mà 350tr. Ai có cứ show bảng lương ra.,0,1
1258,"năm đấy có 3 phe, 1 phe vua, 1 phe cách mạng vs phe thần quyền thành thế chân vạc, tụi cách mạng vs thần quyền bắt tay nhau lật vua xong lũ thần quyền đâm sau lưng bọn cách mạng thêm 1 nhát nữa thành ra tình trạng hiện nay, lũ sv ngu dốt dù trc hay sau cách mạng cũng chỉ là tốt thí, hết mục đích thì thịt nhanh chứ để bọn nó nắm quyền thì có ngày nó làm phản tiếp.",0,1
1259,"Who nói bọn âu là tâm dịch thì lại sắp phải ""xét lại"" bọn âu 14 ngày qua, cực bỏ bu vì bọn nó lang bạt khắp nơi.",0,1
1260,"Nhằm nhò gì, cứ thêm 1 khoản thuế ""be bé"" nào đó là dư sức cover lại mấy cái thọt này thôi ấy mà",0,0
1261,Làm chuyện ruồi bu còn trơ trẽn tự hào...,0,1
1262,"con ng rất lạ lùng, hôn hít lếu lều buscus thì chê dơ chê bẩn nhưng hút thuốc bẩn hơn tỷ lần, ung thư nhãn tiền thì lại kg sợ trong khi mấy cái kia chắc 1 năm giết vài ngàn ng trên toàn thế giới",0,1
1263,Cái hay của thằng Tàu dù nó loạn lạc đến mấy nhưng kiểu gì nó cũng sẽ thống nhất thành 1 quốc gia Còn Ấn Độ thì trước thời thuộc địa của Anh chắc chỉ có đế quốc Mughal là thống nhất thành 1 khối,0,0
1264,"Không hiểu sao méo thích thằng này lắm, cảm giác lươn lẹo kiểu méo gì ấy",0,1
1265,Nhân cách phức tạp vkl vậy. Mà hóa ra mấy ông trên kia dính bait của nó hết à.,0,1
1266,Nọ đi làm gặp 1 chị bị xe máy khác quệt vào ngã ra bị xe chở LNG nó cán nát bét tung hết cả tim gan phèo phổi ra ở đoạn Kinh Môn Hải Dương đến giờ vẫn ám ảnh. Đường sá VN đúng là kinh tởm,0,0
1267,"Bắt cướp là tốt, còn đi tù là do ngu.",0,1
1268,bên mẽo nó còn phá núi để đút tượng nữa kìa,0,0
1269,"bình tâm đọc lại thì anh lại thần thánh cái văn hoá + khoa học phương tây vl. Tụi tây lông còn đang phải đi dịch chữ hán tự để tìm cách hiểu tại sao phương đông ""lạc hậu"" mà chỉ cần bắt mạch cũng chữa được bệnh hay sử dụng các loại cây cỏ chữa bệnh còn ngon hơn cả tụi tây lông kìa.Ở đấy mà thần thánh hoá english. coi nó như công cụ khai sáng kiến thức. Nếu nói tới công cụ khai sáng kiên thức mời anh đi học chữ la-tinh. khởi nguồn thuỷ tổ nhé. Biết 1 méo biết 2",0,1
1270,nếu không có chỗ dựa là những người lớn khác thì chẳng có thằng nào trong đám này dám làm những chuyện trước đây chưa một học sinh cấp 2 nào từng làm với giáo viên như thế này,0,1
1271,"Xàm ... thế hệ 8x thì may ra nói vậy được chứ, 9x vẫn còn tốt chán ...",0,1
1272,đọc từ đầu tới giờ em mường tượng được là bọn nhà giàu bên mẽo đều có chân trong chính trị phải không các bác. Thế thì nát vl.,0,1
1273,"Tui thường vào vozforums.com. Ở đây tui thường thấy thảm sát hàng loạt, bọn tâm thần đa nhân cách, quái xế lạng lách đánh võng, người cầm quyền cà chớn hóng hách nhưng lại rất tốt bụng, họ thường gửi những người khốn khổ ra đảo để sinh sống.",0,1
1274,Các bác cho mình hỏi ngu vì sao các nước biết TQ ăn cắp công nghệ vẫn để yên? Sao không kiện cmn đi.,0,1
